Connector,Plant,Type,Sap code,Material description,Total QTY,Tool No.,Work center,Group,Cycle times Standard Value (Machine),OPS plan GD,Rev no,Material Status
NW13_MAT-100320,NW13,Plates,MAT-100320,MX100/PL.21 304TL 0.6mm,174526,T-70074-B,GRINDING_1,N/54401197,1.078,243244,B,Active
NW13_MAT-100324,NW13,Plates,MAT-100324,S62/PL.25 304TL 0.8mm,102263,T-70408-D,GRINDING_1,N/54470640,1.106,101155,C,Phase-out
NW13_MAT-100325,NW13,Plates,MAT-100325,S120/PL.26 304TL 0.3mm,206587,T-70102-A,,N/56622753,1.185,86530,B,Active
NW13_MAT-100331,NW13,Plates,MAT-100331,PRO-12X/PL.32 304TL 0.5mm,251511,T-70592-B,ASSY_1,N/56545023,1.341,76492,B,Active
NW13_MAT-100337,NW13,Plates,MAT-100337,S120/PL.38 304TL 0.4mm,26900,T-70229-D,PRESS_3,N/50049822,1.141,177090,B,Active
NW13_MAT-100348,NW13,Plates,MAT-100348,S62/PL.49 304TL 0.4mm,46872,T-70349-D,PRESS_3,N/55525874,1.055,232707,C,Active
NW13_MAT-100351,NW13,Plates,MAT-100351,S160/PL.02 304TL 0.4mm,84734,T-70397-C,PRESS_4,N/55514211,1.47,197187,B,Active
NW13_MAT-100358,NW13,Plates,MAT-100358,MX250/PL.09 304TL 0.8mm,131208,T-70348-D,OVEN_1,N/57615577,1.081,3030,B,Active
NW13_MAT-100360,NW13,Plates,MAT-100360,S62/PL.11 304TL 0.5mm,51507,T-70696-A,PRESS_3,N/56795475,1.464,42248,B,Phase-out
NW13_MAT-100361,NW13,Plates,MAT-100361,S120/PL.12 304TL 0.6mm,156727,T-70265-A,PRESS_4,N/52199059,1.274,35798,D,Active
NW13_MAT-100380,NW13,Plates,MAT-100380,MX100/PL.31 304TL 0.6mm,74053,T-70249-A,PRESS_2,N/57183421,1.143,268274,A,Active
NW13_MAT-100386,NW13,Plates,MAT-100386,S140/PL.37 304TL 0.5mm,181768,T-70443-B,PRESS_4,N/55957126,1.078,119164,B,Active
NW13_MAT-100391,NW13,Plates,MAT-100391,PRO-12X/PL.42 304TL 0.4mm,22380,T-70456-A,PRESS_4,N/52129403,1.235,251040,B,Active
NW13_MAT-100396,NW13,Plates,MAT-100396,S62/PL.47 304TL 0.4mm,104098,T-70593-D,ASSY_1,N/55753005,1.156,49270,C,Active
NW13_MAT-100404,NW13,Plates,MAT-100404,MX100/PL.05 304TL 0.7mm,178982,T-70141-C,,N/51364278,1.381,315437,A,Active
NW13_MAT-100409,NW13,Plates,MAT-100409,S120/PL.10 304TL 0.7mm,222190,T-70136-C,PRESS_4,N/52099326,1.269,276662,A,Phase-out
NW13_MAT-100413,NW13,Plates,MAT-100413,XL520/PL.14 304TL 0.6mm,158882,T-70162-D,PRESS_4,N/58691884,1.787,104085,A,Active
NW13_MAT-100415,NW13,Plates,MAT-100415,PRO-12X/PL.16 304TL 0.6mm,207119,T-70655-D,OVEN_1,N/52855058,1.191,236325,C,Active
NW13_MAT-100419,NW13,Plates,MAT-100419,HT80/PL.20 304TL 0.5mm,170895,T-70059-B,PRESS_4,N/56006774,2.012,40422,C,Active
NW13_MAT-100421,NW13,Plates,MAT-100421,S120/PL.22 304TL 0.7mm,96656,T-70579-C,GRINDING_1,N/59555670,1.075,251130,B,Phase-out
NW13_MAT-100425,NW13,Plates,MAT-100425,XL520/PL.26 304TL 0.6mm,151769,T-70443-B,PRESS_4,N/53791088,1.665,134040,A,Active
NW13_MAT-100427,NW13,Plates,MAT-100427,PRO-12X/PL.28 304TL 0.8mm,55697,T-70492-B,PRESS_1,N/50638152,1.766,262483,C,Active
NW13_MAT-100428,NW13,Plates,MAT-100428,MX100/PL.29 304TL 0.4mm,33819,T-70288-A,ASSY_1,N/59804954,1.028,124037,A,Active
NW13_MAT-100431,NW13,Plates,MAT-100431,HT80/PL.32 304TL 0.8mm,176525,T-70372-C,PRESS_4,N/52211801,1.42,293412,B,Active
NW13_MAT-100439,NW13,Plates,MAT-100439,PRO-12X/PL.40 304TL 0.4mm,257552,T-70044-C,PRESS_1,N/53370637,1.684,126251,B,Active
NW13_MAT-100440,NW13,Plates,MAT-100440,MX100/PL.41 304TL 0.5mm,151863,T-70138-C,PRESS_2,N/59612115,1.41,311154,B,Phase-out
NW13_MAT-100445,NW13,Plates,MAT-100445,S120/PL.46 304TL 0.6mm,75930,T-70612-C,PRESS_3,N/55182357,1.466,180884,C,Active
NW13_MAT-100446,NW13,Plates,MAT-100446,S140/PL.47 304TL 0.7mm,82256,T-70418-D,ASSY_1,N/52835918,1.539,151660,C,Active
NW13_MAT-100454,NW13,Plates,MAT-100454,MX250/PL.05 304TL 0.6mm,36894,T-70036-B,OVEN_1,N/54839938,1.151,212343,B,Active
NW13_MAT-100459,NW13,Plates,MAT-100459,S160/PL.10 304TL 0.6mm,89680,T-70382-D,PRESS_1,N/52236664,1.444,243081,A,Active
NW13_MAT-100466,NW13,Plates,MAT-100466,MX250/PL.17 304TL 0.7mm,215182,T-70633-D,ASSY_1,N/51167325,0.966,191834,C,Active
NW13_MAT-100467,NW13,Plates,MAT-100467,HT80/PL.18 304TL 0.7mm,7280,T-70172-B,PRESS_4,N/54002598,1.947,132207,B,Active
NW13_MAT-100469,NW13,Plates,MAT-100469,S120/PL.20 304TL 0.5mm,243996,T-70467-A,PRESS_1,N/52467586,1.468,43279,C,Active
NW13_MAT-100470,NW13,Plates,MAT-100470,S140/PL.21 304TL 0.7mm,185355,T-70489-C,PRESS_4,N/56705964,1.235,276821,B,Phase-out
NW13_MAT-100478,NW13,Plates,MAT-100478,MX250/PL.29 304TL 0.4mm,18734,T-70613-D,OVEN_1,N/51892794,0.999,79358,A,Active
NW13_MAT-100485,NW13,Plates,MAT-100485,XL520/PL.36 304TL 0.5mm,175309,T-70610-C,PRESS_4,N/56152036,2.188,149663,A,Active
NW13_MAT-100487,NW13,Plates,MAT-100487,PRO-12X/PL.38 304TL 0.6mm,51100,T-70081-B,ASSY_1,N/52152335,1.393,183386,B,Active
NW13_MAT-100490,NW13,Plates,MAT-100490,MX250/PL.41 304TL 0.4mm,181532,T-70595-D,PRESS_2,N/52308973,1.021,263055,B,Active
NW13_MAT-100491,NW13,Plates,MAT-100491,HT80/PL.42 304TL 0.5mm,144907,T-70028-A,PRESS_4,N/54568794,1.385,184254,A,Phase-out
NW13_MAT-100504,NW13,Plates,MAT-100504,S62/PL.05 304TL 0.7mm,190290,T-70392-A,PRESS_4,N/58088298,1.196,198380,B,Active
NW13_MAT-100505,NW13,Plates,MAT-100505,S120/PL.06 304TL 0.5mm,245357,T-70688-A,,N/58367433,1.368,300076,B,Phase-out
NW13_MAT-100512,NW13,Plates,MAT-100512,MX100/PL.13 304TL 0.5mm,252312,T-70307-D,OVEN_1,N/57975020,1.322,54174,B,Phase-out
NW13_MAT-100517,NW13,Plates,MAT-100517,S120/PL.18 304TL 0.7mm,127361,T-70593-D,GRINDING_1,N/54403873,1.002,20519,A,Active
NW13_MAT-100520,NW13,Plates,MAT-100520,XL420/PL.21 304TL 0.7mm,119756,T-70362-A,PRESS_4,N/54025981,2.552,221806,B,Active
NW13_MAT-100528,NW13,Plates,MAT-100528,S62/PL.29 304TL 0.7mm,179667,T-70139-D,PRESS_2,N/53579987,1.029,120006,B,Phase-out
NW13_MAT-100530,NW13,Plates,MAT-100530,S140/PL.31 304TL 0.6mm,153698,T-70122-B,PRESS_4,N/54339088,1.219,180209,B,Phase-out
NW13_MAT-100532,NW13,Plates,MAT-100532,XL420/PL.33 304TL 0.7mm,167011,T-70076-D,PRESS_4,N/57558091,1.977,87147,B,Active
NW13_MAT-100536,NW13,Plates,MAT-100536,MX100/PL.37 304TL 0.6mm,108898,T-70298-D,GRINDING_1,N/59916453,1.161,50395,C,Phase-out
NW13_MAT-100543,NW13,Plates,MAT-100543,S160/PL.44 304TL 0.4mm,236238,T-70316-A,PRESS_3,N/54078078,1.527,177178,B,Active
NW13_MAT-100544,NW13,Plates,MAT-100544,XL420/PL.45 304TL 0.4mm,129990,T-70106-B,PRESS_4,N/50426178,2.372,195840,A,Active
NW13_MAT-100546,NW13,Plates,MAT-100546,PRO-9X/PL.47 304TL 0.4mm,213657,T-70103-D,OVEN_1,N/58112514,1.578,278480,B,Active
NW13_MAT-100551,NW13,Plates,MAT-100551,HT80/PL.02 304TL 0.5mm,69098,T-70679-B,PRESS_4,N/52242319,1.976,249676,B,Active
NW13_MAT-100555,NW13,Plates,MAT-100555,S160/PL.06 304TL 0.6mm,238722,T-70447-A,GRINDING_1,N/54363617,1.235,10767,A,Active
NW13_MAT-100556,NW13,Plates,MAT-100556,XL420/PL.07 304TL 0.3mm,143816,T-70506-D,PRESS_4,N/53021554,2.511,251844,B,Active
NW13_MAT-100561,NW13,Plates,MAT-100561,MX200/PL.12 304TL 0.6mm,176366,T-70298-D,GRINDING_1,N/55847202,1.395,75309,C,Active
NW13_MAT-100566,NW13,Plates,MAT-100566,S140/PL.17 304TL 0.6mm,63132,T-70096-D,PRESS_4,N/59941918,1.466,310558,A,Phase-out
NW13_MAT-100572,NW13,Plates,MAT-100572,MX100/PL.23 304TL 0.3mm,24661,T-70631-B,,N/57360016,1.203,76092,B,Active
NW13_MAT-100573,NW13,Plates,MAT-100573,MX200/PL.24 304TL 0.8mm,148704,T-70299-C,ASSY_1,N/57873163,0.924,248678,C,Active
NW13_MAT-100574,NW13,Plates,MAT-100574,MX250/PL.25 304TL 0.4mm,13919,T-70529-A,GRINDING_1,N/54976144,1.395,73091,B,Active
NW13_MAT-100576,NW13,Plates,MAT-100576,S62/PL.27 304TL 0.7mm,242169,T-70589-B,ASSY_1,N/54705627,1.42,217701,B,Active
NW13_MAT-100577,NW13,Plates,MAT-100577,S120/PL.28 304TL 0.8mm,133875,T-70269-A,GRINDING_1,N/54265886,1.042,152117,B,Active
NW13_MAT-100580,NW13,Plates,MAT-100580,XL420/PL.31 304TL 0.7mm,106967,T-70217-B,PRESS_4,N/51277807,2.617,237174,A,Phase-out
NW13_MAT-100582,NW13,Plates,MAT-100582,PRO-9X/PL.33 304TL 0.7mm,229842,T-70641-D,PRESS_1,N/55187008,1.358,85667,B,Active
NW13_MAT-100589,NW13,Plates,MAT-100589,S120/PL.40 304TL 0.5mm,212296,T-70352-A,PRESS_4,N/57028542,1.263,221747,B,Active
NW13_MAT-100597,NW13,Plates,MAT-100597,MX200/PL.48 304TL 0.4mm,218646,T-70285-B,PRESS_2,N/54708587,1.056,239759,A,Active
NW13_MAT-100598,NW13,Plates,MAT-100598,MX250/PL.49 304TL 0.3mm,8600,T-70474-A,PRESS_2,N/52110804,1.425,59848,D,Active
NW13_MAT-100601,NW13,Plates,MAT-100601,S120/PL.02 304TL 0.6mm,160373,T-70466-A,PRESS_4,N/58388147,1.398,160952,A,Active
NW13_MAT-100608,NW13,Plates,MAT-100608,MX100/PL.09 304TL 0.5mm,233469,T-70418-D,GRINDING_1,N/57372679,1.473,296766,A,Active
NW13_MAT-100611,NW13,Plates,MAT-100611,HT80/PL.12 304TL 0.7mm,77039,T-70477-A,PRESS_4,N/54411156,1.643,258639,C,Active
NW13_MAT-100612,NW13,Plates,MAT-100612,S62/PL.13 304TL 0.4mm,84480,T-70106-B,PRESS_4,N/59942501,1.123,162976,A,Active
NW13_MAT-100615,NW13,Plates,MAT-100615,S160/PL.16 304TL 0.3mm,244294,T-70629-D,PRESS_4,N/53840254,1.597,7063,A,Active
NW13_MAT-100618,NW13,Plates,MAT-100618,PRO-9X/PL.19 304TL 0.5mm,209822,T-70375-D,OVEN_1,N/56432798,1.341,302830,B,Phase-out
NW13_MAT-100622,NW13,Plates,MAT-100622,MX250/PL.23 304TL 0.3mm,154129,T-70034-D,OVEN_1,N/54221772,1.032,115046,C,Active
NW13_MAT-100642,NW13,Plates,MAT-100642,PRO-9X/PL.43 304TL 0.7mm,81472,T-70512-B,PRESS_2,N/51931728,1.285,32870,B,Active
NW13_MAT-100659,NW13,Plates,MAT-100659,HT80/PL.10 304TL 0.4mm,115544,T-70372-C,PRESS_4,N/52608555,1.721,116245,C,Active
NW13_MAT-100662,NW13,Plates,MAT-100662,S140/PL.13 304TL 0.4mm,108537,T-70106-B,PRESS_4,N/54475154,1.63,203280,C,Active
NW13_MAT-100664,NW13,Plates,MAT-100664,XL420/PL.15 304TL 0.3mm,176347,T-70270-D,PRESS_4,N/52879031,1.675,124919,B,Active
NW13_MAT-100666,NW13,Plates,MAT-100666,PRO-9X/PL.17 304TL 0.7mm,203178,T-70444-D,PRESS_2,N/53767665,1.608,113583,A,Active
NW13_MAT-100669,NW13,Plates,MAT-100669,MX200/PL.20 304TL 0.6mm,145088,T-70351-D,GRINDING_1,N/57589973,1.472,78351,B,Active
NW13_MAT-100671,NW13,Plates,MAT-100671,HT80/PL.22 304TL 0.4mm,148445,T-70048-D,PRESS_4,N/59998828,1.865,265051,C,Active
NW13_MAT-100675,NW13,Plates,MAT-100675,S160/PL.26 304TL 0.3mm,174957,T-70022-D,GRINDING_1,N/56376800,1.61,119628,A,Active
NW13_MAT-100681,NW13,Plates,MAT-100681,MX200/PL.32 304TL 0.7mm,26115,T-70114-C,PRESS_2,N/58045052,1.424,42930,A,Active
NW13_MAT-100682,NW13,Plates,MAT-100682,MX250/PL.33 304TL 0.8mm,166546,T-70214-C,PRESS_3,N/50455408,1.387,66797,B,Active
NW13_MAT-100687,NW13,Plates,MAT-100687,S160/PL.38 304TL 0.5mm,54851,T-70657-C,PRESS_3,N/58828687,1.711,109021,C,Active
NW13_MAT-100688,NW13,Plates,MAT-100688,XL420/PL.39 304TL 0.7mm,96229,T-70372-C,,N/56774366,2.413,294767,A,Active
NW13_MAT-100690,NW13,Plates,MAT-100690,PRO-9X/PL.41 304TL 0.4mm,235592,T-70143-A,GRINDING_1,N/54745831,1.726,63621,C,Active
NW13_MAT-100694,NW13,Plates,MAT-100694,MX250/PL.45 304TL 0.4mm,119734,T-70479-A,ASSY_1,N/59202319,1.008,95837,C,Active
NW13_MAT-100700,NW13,Plates,MAT-100700,XL420/PL.01 304TL 0.5mm,229169,T-70508-C,PRESS_4,N/58659205,2.129,303138,A,Active
NW13_MAT-100701,NW13,Plates,MAT-100701,XL520/PL.02 304TL 0.7mm,136520,T-70600-C,PRESS_4,N/52435573,2.225,74362,B,Active
NW13_MAT-100703,NW13,Plates,MAT-100703,PRO-12X/PL.04 304TL 0.6mm,191993,T-70000-D,GRINDING_1,N/59784547,1.53,275221,B,Active
NW13_MAT-100715,NW13,Plates,MAT-100715,PRO-12X/PL.16 304TL 0.3mm,159888,T-70233-C,ASSY_1,N/55843155,1.292,163460,B,Phase-out
NW13_MAT-100725,NW13,Plates,MAT-100725,XL520/PL.26 304TL 0.5mm,152378,T-70199-A,PRESS_4,N/58856530,2.651,225493,A,Active
NW13_MAT-100733,NW13,Plates,MAT-100733,S120/PL.34 304TL 0.3mm,3647,T-70361-B,PRESS_1,N/52256358,1.373,296912,B,Active
NW13_MAT-100735,NW13,Plates,MAT-100735,S160/PL.36 304TL 0.7mm,16206,T-70270-D,PRESS_4,N/57289028,1.365,72975,C,Active
NW13_MAT-100737,NW13,Plates,MAT-100737,XL520/PL.38 304TL 0.6mm,64234,T-70237-A,PRESS_4,N/58129426,1.668,233815,B,Active
NW13_MAT-100741,NW13,Plates,MAT-100741,MX200/PL.42 304TL 0.5mm,246253,T-70252-B,GRINDING_1,N/54502927,1.337,104988,C,Active
NW13_MAT-100743,NW13,Plates,MAT-100743,HT80/PL.44 304TL 0.7mm,193701,T-70675-C,PRESS_4,N/59401410,1.769,22171,C,Active
NW13_MAT-100745,NW13,Plates,MAT-100745,S120/PL.46 304TL 0.6mm,222827,T-70232-B,PRESS_1,N/55594622,1.111,49192,B,Active
NW13_MAT-100746,NW13,Plates,MAT-100746,S140/PL.47 304TL 0.4mm,39893,T-70684-A,OVEN_1,N/57653524,1.118,202410,B,Active
NW13_MAT-100753,NW13,Plates,MAT-100753,MX200/PL.04 304TL 0.3mm,34958,T-70391-D,ASSY_1,N/55882700,1.067,271777,B,Phase-out
NW13_MAT-100755,NW13,Plates,MAT-100755,HT80/PL.06 304TL 0.4mm,167358,T-70508-C,PRESS_4,N/57908509,2.138,264299,A,Active
NW13_MAT-100760,NW13,Plates,MAT-100760,XL420/PL.11 304TL 0.4mm,176035,T-70211-D,PRESS_4,N/55964695,2.576,282134,A,Active
NW13_MAT-100772,NW13,Plates,MAT-100772,XL420/PL.23 304TL 0.6mm,69589,T-70666-C,PRESS_4,N/51051141,1.861,282562,C,Active
NW13_MAT-100780,NW13,Plates,MAT-100780,S62/PL.31 304TL 0.8mm,105514,T-70287-A,PRESS_4,N/57176965,1.443,98974,C,Active
NW13_MAT-100791,NW13,Plates,MAT-100791,HT80/PL.42 304TL 0.3mm,139478,T-70127-C,PRESS_4,N/52267310,2.102,150035,A,Phase-out
NW13_MAT-100792,NW13,Plates,MAT-100792,S62/PL.43 304TL 0.6mm,180605,T-70384-D,PRESS_4,N/53282341,1.002,235493,A,Active
NW13_MAT-100793,NW13,Plates,MAT-100793,S120/PL.44 304TL 0.7mm,187353,T-70469-A,PRESS_4,N/56651813,1.032,152929,B,Active
NW13_MAT-100794,NW13,Plates,MAT-100794,S140/PL.45 304TL 0.5mm,198997,T-70456-A,PRESS_4,N/50104532,1.261,265339,A,Active
NW13_MAT-100795,NW13,Plates,MAT-100795,S160/PL.46 304TL 0.3mm,34068,T-70009-C,PRESS_3,N/59739856,1.67,134080,C,Phase-out
NW13_MAT-100796,NW13,Plates,MAT-100796,XL420/PL.47 304TL 0.7mm,253571,T-70020-C,,N/53274211,2.54,139503,C,Phase-out
NW13_MAT-100800,NW13,Plates,MAT-100800,MX100/PL.01 304TL 0.5mm,248752,T-70572-A,PRESS_3,N/56537882,1.488,41479,C,Active
NW13_MAT-100817,NW13,Plates,MAT-100817,S120/PL.18 304TL 0.5mm,49321,T-70254-D,PRESS_3,N/53833402,1.435,281793,B,Active
NW13_MAT-100824,NW13,Plates,MAT-100824,MX100/PL.25 304TL 0.7mm,70731,T-70588-D,ASSY_1,N/50569817,1.458,90116,C,Active
NW13_MAT-100829,NW13,Plates,MAT-100829,S120/PL.30 304TL 0.6mm,96864,T-70409-B,PRESS_1,N/56377011,1.557,287984,A,Phase-out
NW13_MAT-100834,NW13,Plates,MAT-100834,PRO-9X/PL.35 304TL 0.4mm,89362,T-70633-D,PRESS_1,N/59719130,1.935,232501,C,Active
NW13_MAT-100839,NW13,Plates,MAT-100839,HT80/PL.40 304TL 0.4mm,174441,T-70477-A,PRESS_4,N/58651415,1.582,60913,A,Active
NW13_MAT-100841,NW13,Plates,MAT-100841,S120/PL.42 304TL 0.3mm,78116,T-70130-A,ASSY_1,N/52164194,1.567,262372,C,Active
NW13_MAT-100844,NW13,Plates,MAT-100844,XL420/PL.45 304TL 0.7mm,188274,T-70187-C,PRESS_4,N/54832592,1.999,153218,C,Active
NW13_MAT-100845,NW13,Plates,MAT-100845,XL520/PL.46 304TL 0.6mm,111557,T-70523-B,,N/58768973,2.398,4249,B,Active
NW13_MAT-100849,NW13,Plates,MAT-100849,MX200/PL.50 304TL 0.7mm,32581,T-70413-C,GRINDING_1,N/51157526,1.255,46070,C,Active
NW13_MAT-100855,NW13,Plates,MAT-100855,S160/PL.06 304TL 0.7mm,190821,T-70247-D,GRINDING_1,N/58313249,1.206,173616,A,Active
NW13_MAT-100865,NW13,Plates,MAT-100865,S120/PL.16 304TL 0.6mm,210986,T-70047-C,OVEN_1,N/50032487,1.538,290604,B,Active
NW13_MAT-100868,NW13,Plates,MAT-100868,XL420/PL.19 304TL 0.5mm,134166,T-70400-A,PRESS_4,N/55494259,1.893,304193,A,Active
NW13_MAT-100870,NW13,Plates,MAT-100870,PRO-9X/PL.21 304TL 0.5mm,189133,T-70432-C,OVEN_1,N/56264045,1.774,270959,A,Phase-out
NW13_MAT-100872,NW13,Plates,MAT-100872,MX100/PL.23 304TL 0.6mm,94089,T-70660-B,PRESS_2,N/52985242,1.334,283253,A,Phase-out
NW13_MAT-100873,NW13,Plates,MAT-100873,MX200/PL.24 304TL 0.6mm,220244,T-70146-D,OVEN_1,N/50353870,1.196,28543,A,Active
NW13_MAT-100874,NW13,Plates,MAT-100874,MX250/PL.25 304TL 0.5mm,84097,T-70051-A,OVEN_1,N/50617344,1.43,270273,A,Active
NW13_MAT-100878,NW13,Plates,MAT-100878,S140/PL.29 304TL 0.7mm,114088,T-70015-C,PRESS_4,N/57972685,1.228,316734,A,Active
NW13_MAT-100892,NW13,Plates,MAT-100892,XL420/PL.43 304TL 0.5mm,47070,T-70604-C,PRESS_4,N/50734337,2.176,87967,A,Active
NW13_MAT-100894,NW13,Plates,MAT-100894,PRO-9X/PL.45 304TL 0.8mm,137183,T-70405-B,PRESS_4,N/51090907,1.235,288084,A,Active
NW13_MAT-100895,NW13,Plates,MAT-100895,PRO-12X/PL.46 304TL 0.7mm,194579,T-70637-A,PRESS_4,N/59623112,1.882,242996,B,Active
NW13_MAT-100902,NW13,Plates,MAT-100902,S140/PL.03 304TL 0.7mm,152102,T-70452-B,PRESS_4,N/52088157,1.244,306043,B,Active
NW13_MAT-100911,NW13,Plates,MAT-100911,HT80/PL.12 304TL 0.8mm,31961,T-70397-C,PRESS_4,N/51822521,1.619,178009,C,Active
NW13_MAT-100913,NW13,Plates,MAT-100913,S120/PL.14 304TL 0.3mm,213094,T-70582-C,OVEN_1,N/51018493,1.181,248976,A,Active
NW13_MAT-100915,NW13,Plates,MAT-100915,S160/PL.16 304TL 0.4mm,10856,T-70373-A,PRESS_4,N/52134304,1.645,209234,C,Active
NW13_MAT-100917,NW13,Plates,MAT-100917,XL520/PL.18 304TL 0.5mm,239955,T-70280-B,PRESS_4,N/59909833,2.698,194411,B,Phase-out
NW13_MAT-100918,NW13,Plates,MAT-100918,PRO-9X/PL.19 304TL 0.7mm,14968,T-70440-B,GRINDING_1,N/58915701,1.922,159898,C,Active
NW13_MAT-100921,NW13,Plates,MAT-100921,MX200/PL.22 304TL 0.4mm,191788,T-70090-A,OVEN_1,N/59607960,1.163,36508,A,Active
NW13_MAT-100923,NW13,Plates,MAT-100923,HT80/PL.24 304TL 0.4mm,1578,T-70406-B,PRESS_4,N/52933595,1.427,48239,A,Active
NW13_MAT-100926,NW13,Plates,MAT-100926,S140/PL.27 304TL 0.7mm,144643,T-70514-A,PRESS_4,N/53106733,1.374,181190,D,Active
NW13_MAT-100928,NW13,Plates,MAT-100928,XL420/PL.29 304TL 0.7mm,214376,T-70670-B,PRESS_4,N/52318878,2.47,212129,B,Phase-out
NW13_MAT-100932,NW13,Plates,MAT-100932,MX100/PL.33 304TL 0.8mm,146974,T-70176-B,PRESS_2,N/50867031,1.176,289421,C,Phase-out
NW13_MAT-100936,NW13,Plates,MAT-100936,S62/PL.37 304TL 0.6mm,252544,T-70654-A,ASSY_1,N/59749892,1.164,37216,B,Active
NW13_MAT-100937,NW13,Plates,MAT-100937,S120/PL.38 304TL 0.4mm,82608,T-70632-A,PRESS_4,N/50359400,1.535,19961,A,Phase-out
NW13_MAT-100942,NW13,Plates,MAT-100942,PRO-9X/PL.43 304TL 0.5mm,17037,T-70194-A,PRESS_1,N/56132071,1.438,104092,B,Phase-out
NW13_MAT-100948,NW13,Plates,MAT-100948,S62/PL.49 304TL 0.3mm,121512,T-70210-B,PRESS_4,N/55006646,1.19,155135,B,Active
NW13_MAT-100949,NW13,Plates,MAT-100949,S120/PL.50 304TL 0.7mm,120709,T-70688-A,GRINDING_1,N/50291922,1.259,313171,D,Active
NW13_MAT-100951,NW13,Plates,MAT-100951,S160/PL.02 304TL 0.6mm,213937,T-70143-A,PRESS_1,N/55134291,1.513,317655,C,Active
NW13_MAT-100957,NW13,Plates,MAT-100957,MX200/PL.08 304TL 0.4mm,106242,T-70301-A,PRESS_2,N/55119160,1.498,268501,A,Active
NW13_MAT-100961,NW13,Plates,MAT-100961,S120/PL.12 304TL 0.5mm,232628,T-70330-B,PRESS_3,N/55122730,1.547,92113,C,Phase-out
NW13_MAT-100963,NW13,Plates,MAT-100963,S160/PL.14 304TL 0.4mm,210490,T-70480-B,OVEN_1,N/55678383,1.065,13019,C,Phase-out
NW13_MAT-100971,NW13,Plates,MAT-100971,HT80/PL.22 304TL 0.7mm,119198,T-70664-C,PRESS_4,N/56797089,1.368,228708,C,Active
NW13_MAT-100986,NW13,Plates,MAT-100986,S140/PL.37 304TL 0.4mm,117754,T-70416-C,ASSY_1,N/56450868,1.319,157747,C,Active
NW13_MAT-100990,NW13,Plates,MAT-100990,PRO-9X/PL.41 304TL 0.3mm,236324,T-70150-A,PRESS_2,N/57702286,1.226,95880,C,Active
NW13_MAT-100992,NW13,Plates,MAT-100992,MX100/PL.43 304TL 0.3mm,258804,T-70527-D,GRINDING_1,N/50599322,0.914,145078,B,Active
NW13_MAT-100997,NW13,Plates,MAT-100997,S120/PL.48 304TL 0.3mm,150600,T-70416-C,ASSY_1,N/52021029,1.045,268182,B,Active
NW13_MAT-101005,NW13,Plates,MAT-101005,MX200/PL.06 304TL 0.8mm,150316,T-70246-D,PRESS_1,N/57509371,1.275,211457,C,Active
NW13_MAT-101012,NW13,Plates,MAT-101012,XL420/PL.13 304TL 0.7mm,77155,T-70078-C,PRESS_4,N/53201203,2.014,91952,C,Phase-out
NW13_MAT-101013,NW13,Plates,MAT-101013,XL520/PL.14 304TL 0.6mm,121959,T-70210-B,PRESS_4,N/50750066,2.14,142353,D,Active
NW13_MAT-101014,NW13,Plates,MAT-101014,PRO-9X/PL.15 304TL 0.4mm,222068,T-70219-B,,N/55175580,1.714,39842,A,Active
NW13_MAT-101017,NW13,Plates,MAT-101017,MX200/PL.18 304TL 0.6mm,104809,T-70423-B,,N/50044421,1.118,179027,A,Active
NW13_MAT-101025,NW13,Plates,MAT-101025,XL520/PL.26 304TL 0.5mm,168376,T-70606-B,,N/51262015,2.29,171961,D,Phase-out
NW13_MAT-101041,NW13,Plates,MAT-101041,MX200/PL.42 304TL 0.3mm,124364,T-70688-A,ASSY_1,N/54451713,1.346,63244,C,Active
NW13_MAT-101045,NW13,Plates,MAT-101045,S120/PL.46 304TL 0.6mm,51914,T-70618-B,PRESS_1,N/53700090,1.437,290499,B,Active
NW13_MAT-101048,NW13,Plates,MAT-101048,XL420/PL.49 304TL 0.5mm,128812,T-70519-C,PRESS_4,N/57785555,1.833,187009,C,Active
NW13_MAT-101049,NW13,Plates,MAT-101049,XL520/PL.50 304TL 0.3mm,113870,T-70187-C,PRESS_4,N/56840947,2.569,17273,A,Active
NW13_MAT-101050,NW13,Plates,MAT-101050,PRO-9X/PL.01 304TL 0.7mm,65421,T-70045-D,PRESS_2,N/55757268,1.748,298308,C,Active
NW13_MAT-101054,NW13,Plates,MAT-101054,MX250/PL.05 304TL 0.6mm,145200,T-70378-D,PRESS_3,N/59474707,1.064,146739,C,Phase-out
NW13_MAT-101061,NW13,Plates,MAT-101061,XL520/PL.12 304TL 0.6mm,13408,T-70014-D,PRESS_4,N/54932103,1.827,185706,A,Active
NW13_MAT-101070,NW13,Plates,MAT-101070,S140/PL.21 304TL 0.3mm,27885,T-70203-D,PRESS_4,N/58431786,1.265,318105,A,Active
NW13_MAT-101083,NW13,Plates,MAT-101083,S160/PL.34 304TL 0.6mm,118751,T-70519-C,PRESS_4,N/54684980,1.365,283210,B,Active
NW13_MAT-101089,NW13,Plates,MAT-101089,MX200/PL.40 304TL 0.5mm,207945,T-70239-D,PRESS_2,N/51428411,1.03,262292,A,Phase-out
NW13_MAT-101096,NW13,Plates,MAT-101096,XL420/PL.47 304TL 0.5mm,155732,T-70571-A,PRESS_4,N/52520494,2.133,165281,C,Active
