Header Material,Component Material,Header Material code,Component Material code,Component Quantity,Component BUoM,Component Description,Production LT in Weeks,Component Scrap (perc),Assembly Scrap (perc),Component Scrap Factor,Assembly Scrap Factor,Total Scrap Factor,Effective Component Quantity,Plant,Header OPS Group,Component OPS Group,Comp Plate/Gasket,Header Description,Version,Usage,BOM Status
P01_NW14_MAT-101047,P01_NW14_RM-COIL-AL,MAT-101047,RM-COIL-AL,4.247,KG,COIL ALUMINUM 1300mm 0.6mm,2,0.016,0.022,1.016,1.022,1.0384,4.41,P01_NW14_Northwind Oceania,OPS-S160,RM-COIL,Plates,S160/PL.48 304TL 0.6mm,1,1,Active
P01_NW14_MAT-101049,P01_NW14_RM-COIL-AL,MAT-101049,RM-COIL-AL,9.184,KG,COIL ALUMINUM 1300mm 0.6mm,2,0.047,0.025,1.047,1.025,1.0732,9.856,P01_NW14_Northwind Oceania,OPS-XL520,RM-COIL,Plates,XL520/PL.50 304TL 0.3mm,1,1,Active
P01_NW14_MAT-101049,P01_NW14_RM-COIL-HC276,MAT-101049,RM-COIL-HC276,14.1,KG,COIL HASTELLOY C276 1250mm 0.5mm,2,0.041,0.006,1.041,1.006,1.0472,14.766,P01_NW14_Northwind Oceania,OPS-XL520,RM-COIL,Plates,XL520/PL.50 304TL 0.3mm,1,1,Active
P01_NW14_MAT-101055,P01_NW14_RM-COIL-SS304,MAT-101055,RM-COIL-SS304,9.694,KG,COIL SS304 1250mm 0.4mm,8,0.038,0.014,1.038,1.014,1.0525,10.203,P01_NW14_Northwind Oceania,OPS-HT80,RM-COIL,Plates,HT80/PL.06 304TL 0.8mm,1,1,Active
P01_NW14_MAT-101056,P01_NW14_RM-COIL-TI,MAT-101056,RM-COIL-TI,4.811,KG,COIL TITANIUM 1200mm 0.4mm,8,0.032,0.024,1.032,1.024,1.0568,5.084,P01_NW14_Northwind Oceania,OPS-S62,RM-COIL,Plates,S62/PL.07 304TL 0.4mm,1,1,Active
P01_NW14_MAT-101065,P01_NW14_RM-COIL-NI,MAT-101065,RM-COIL-NI,6.314,KG,COIL NICKEL 1200mm 0.35mm,3,0.036,0.024,1.036,1.024,1.0609,6.699,P01_NW14_Northwind Oceania,OPS-MX200,RM-COIL,Plates,MX200/PL.16 304TL 0.5mm,1,1,Active
P01_NW14_MAT-101068,P01_NW14_RM-COIL-HC276,MAT-101068,RM-COIL-HC276,7.947,KG,COIL HASTELLOY C276 1250mm 0.5mm,6,0.048,0.005,1.048,1.005,1.0532,8.37,P01_NW14_Northwind Oceania,OPS-S62,RM-COIL,Plates,S62/PL.19 304TL 0.6mm,1,1,Active
P01_NW14_MAT-101082,P01_NW14_RM-COIL-AL,MAT-101082,RM-COIL-AL,4.932,KG,COIL ALUMINUM 1300mm 0.6mm,8,0.057,0.022,1.057,1.022,1.0803,5.328,P01_NW14_Northwind Oceania,OPS-S140,RM-COIL,Plates,S140/PL.33 304TL 0.4mm,1,1,Active
P01_NW14_MAT-101082,P01_NW14_RM-COIL-TI,MAT-101082,RM-COIL-TI,5.65,KG,COIL TITANIUM 1200mm 0.4mm,4,0.029,0.017,1.029,1.017,1.0465,5.913,P01_NW14_Northwind Oceania,OPS-S140,RM-COIL,Plates,S140/PL.33 304TL 0.4mm,1,1,Active
P01_NW14_MAT-101085,P01_NW14_RM-COIL-SS304,MAT-101085,RM-COIL-SS304,13.256,KG,COIL SS304 1250mm 0.4mm,3,0.025,0.005,1.025,1.005,1.0301,13.655,P01_NW14_Northwind Oceania,OPS-XL520,RM-COIL,Plates,XL520/PL.36 304TL 0.3mm,1,1,Active
P01_NW14_MAT-101088,P01_NW14_RM-COIL-SS316,MAT-101088,RM-COIL-SS316,6.009,KG,COIL SS316 1250mm 0.5mm,8,0.015,0.017,1.015,1.017,1.0323,6.203,P01_NW14_Northwind Oceania,OPS-MX100,RM-COIL,Plates,MX100/PL.39 304TL 0.6mm,1,1,Active
P01_NW14_MAT-101098,P01_NW14_RM-COIL-NI,MAT-101098,RM-COIL-NI,8.864,KG,COIL NICKEL 1200mm 0.35mm,6,0.035,0.012,1.035,1.012,1.0474,9.284,P01_NW14_Northwind Oceania,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.49 304TL 0.3mm,1,1,Active
P01_NW14_MAT-101102,P01_NW14_RM-COIL-TI,MAT-101102,RM-COIL-TI,5.788,KG,COIL TITANIUM 1200mm 0.4mm,8,0.053,0.006,1.053,1.006,1.0593,6.131,P01_NW14_Northwind Oceania,OPS-MX250,RM-COIL,Plates,MX250/PL.03 304TL 0.5mm,1,1,Active
P01_NW14_MAT-101107,P01_NW14_RM-COIL-SS316,MAT-101107,RM-COIL-SS316,8.033,KG,COIL SS316 1250mm 0.5mm,8,0.055,0.008,1.055,1.008,1.0634,8.542,P01_NW14_Northwind Oceania,OPS-S160,RM-COIL,Plates,S160/PL.08 304TL 0.5mm,1,1,Active
P01_NW14_MAT-101108,P01_NW14_RM-COIL-SS304,MAT-101108,RM-COIL-SS304,12.164,KG,COIL SS304 1250mm 0.4mm,3,0.035,0.027,1.035,1.027,1.0629,12.929,P01_NW14_Northwind Oceania,OPS-XL420,RM-COIL,Plates,XL420/PL.09 304TL 0.3mm,1,1,Active
P01_NW14_MAT-101108,P01_NW14_RM-COIL-HC276,MAT-101108,RM-COIL-HC276,16.669,KG,COIL HASTELLOY C276 1250mm 0.5mm,4,0.048,0.014,1.048,1.014,1.0627,17.714,P01_NW14_Northwind Oceania,OPS-XL420,RM-COIL,Plates,XL420/PL.09 304TL 0.3mm,1,1,Active
P01_NW14_MAT-101109,P01_NW14_RM-COIL-HC276,MAT-101109,RM-COIL-HC276,12.899,KG,COIL HASTELLOY C276 1250mm 0.5mm,4,0.013,0.024,1.013,1.024,1.0373,13.38,P01_NW14_Northwind Oceania,OPS-XL520,RM-COIL,Plates,XL520/PL.10 304TL 0.4mm,1,1,Active
P01_NW14_MAT-101109,P01_NW14_RM-COIL-AL,MAT-101109,RM-COIL-AL,7.542,KG,COIL ALUMINUM 1300mm 0.6mm,6,0.022,0.028,1.022,1.028,1.0506,7.924,P01_NW14_Northwind Oceania,OPS-XL520,RM-COIL,Plates,XL520/PL.10 304TL 0.4mm,1,1,Active
P01_NW14_MAT-101114,P01_NW14_RM-COIL-SS316,MAT-101114,RM-COIL-SS316,6.809,KG,COIL SS316 1250mm 0.5mm,4,0.02,0.021,1.02,1.021,1.0414,7.091,P01_NW14_Northwind Oceania,OPS-MX250,RM-COIL,Plates,MX250/PL.15 304TL 0.6mm,1,1,Active
P01_NW14_MAT-101115,P01_NW14_RM-COIL-AL,MAT-101115,RM-COIL-AL,9.885,KG,COIL ALUMINUM 1300mm 0.6mm,8,0.018,0.02,1.018,1.02,1.0384,10.265,P01_NW14_Northwind Oceania,OPS-HT80,RM-COIL,Plates,HT80/PL.16 304TL 0.5mm,1,1,Active
P01_NW14_MAT-101118,P01_NW14_RM-COIL-TI,MAT-101118,RM-COIL-TI,6.037,KG,COIL TITANIUM 1200mm 0.4mm,3,0.015,0.005,1.015,1.005,1.0201,6.158,P01_NW14_Northwind Oceania,OPS-S140,RM-COIL,Plates,S140/PL.19 304TL 0.6mm,1,1,Active
P01_NW14_MAT-101137,P01_NW14_RM-COIL-SS316,MAT-101137,RM-COIL-SS316,6.692,KG,COIL SS316 1250mm 0.5mm,4,0.044,0.012,1.044,1.012,1.0565,7.07,P01_NW14_Northwind Oceania,OPS-MX200,RM-COIL,Plates,MX200/PL.38 304TL 0.7mm,1,1,Active
P01_NW14_MAT-101141,P01_NW14_RM-COIL-NI,MAT-101141,RM-COIL-NI,5.021,KG,COIL NICKEL 1200mm 0.35mm,4,0.032,0.006,1.032,1.006,1.0382,5.213,P01_NW14_Northwind Oceania,OPS-S120,RM-COIL,Plates,S120/PL.42 304TL 0.7mm,1,1,Active
P01_NW14_MAT-101147,P01_NW14_RM-COIL-NI,MAT-101147,RM-COIL-NI,6.498,KG,COIL NICKEL 1200mm 0.35mm,3,0.018,0.015,1.018,1.015,1.0333,6.714,P01_NW14_Northwind Oceania,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.48 304TL 0.8mm,1,1,Active
P01_NW14_MAT-101147,P01_NW14_RM-COIL-HC276,MAT-101147,RM-COIL-HC276,10.215,KG,COIL HASTELLOY C276 1250mm 0.5mm,3,0.033,0.014,1.033,1.014,1.0475,10.7,P01_NW14_Northwind Oceania,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.48 304TL 0.8mm,1,1,Active
P01_NW14_MAT-101148,P01_NW14_RM-COIL-HC276,MAT-101148,RM-COIL-HC276,9.244,KG,COIL HASTELLOY C276 1250mm 0.5mm,4,0.053,0.024,1.053,1.024,1.0783,9.968,P01_NW14_Northwind Oceania,OPS-MX100,RM-COIL,Plates,MX100/PL.49 304TL 0.6mm,1,1,Active
P01_NW14_MAT-101157,P01_NW14_RM-COIL-TI,MAT-101157,RM-COIL-TI,7.898,KG,COIL TITANIUM 1200mm 0.4mm,6,0.014,0.011,1.014,1.011,1.0252,8.097,P01_NW14_Northwind Oceania,OPS-XL520,RM-COIL,Plates,XL520/PL.08 304TL 0.4mm,1,1,Active
P01_NW14_MAT-101166,P01_NW14_RM-COIL-SS304,MAT-101166,RM-COIL-SS304,5.475,KG,COIL SS304 1250mm 0.4mm,4,0.038,0.025,1.038,1.025,1.0639,5.825,P01_NW14_Northwind Oceania,OPS-S140,RM-COIL,Plates,S140/PL.17 304TL 0.8mm,1,1,Active
P01_NW14_MAT-101166,P01_NW14_RM-COIL-SS316,MAT-101166,RM-COIL-SS316,6.663,KG,COIL SS316 1250mm 0.5mm,6,0.028,0.024,1.028,1.024,1.0527,7.014,P01_NW14_Northwind Oceania,OPS-S140,RM-COIL,Plates,S140/PL.17 304TL 0.8mm,1,1,Active
P01_NW14_MAT-101170,P01_NW14_RM-COIL-TI,MAT-101170,RM-COIL-TI,8.094,KG,COIL TITANIUM 1200mm 0.4mm,4,0.022,0.023,1.022,1.023,1.0455,8.462,P01_NW14_Northwind Oceania,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.21 304TL 0.5mm,1,1,Active
P01_NW14_MAT-101172,P01_NW14_RM-COIL-TI,MAT-101172,RM-COIL-TI,5.735,KG,COIL TITANIUM 1200mm 0.4mm,4,0.054,0.007,1.054,1.007,1.0614,6.087,P01_NW14_Northwind Oceania,OPS-MX100,RM-COIL,Plates,MX100/PL.23 304TL 0.5mm,1,1,Active
P01_NW14_MAT-101183,P01_NW14_RM-COIL-NI,MAT-101183,RM-COIL-NI,8.542,KG,COIL NICKEL 1200mm 0.35mm,6,0.031,0.014,1.031,1.014,1.0454,8.93,P01_NW14_Northwind Oceania,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.34 304TL 0.4mm,1,1,Active
P01_NW14_MAT-101184,P01_NW14_RM-COIL-SS316,MAT-101184,RM-COIL-SS316,8.299,KG,COIL SS316 1250mm 0.5mm,8,0.056,0.025,1.056,1.025,1.0824,8.983,P01_NW14_Northwind Oceania,OPS-MX100,RM-COIL,Plates,MX100/PL.35 304TL 0.3mm,1,1,Active
P01_NW14_MAT-101184,P01_NW14_RM-COIL-TI,MAT-101184,RM-COIL-TI,6.112,KG,COIL TITANIUM 1200mm 0.4mm,4,0.014,0.014,1.014,1.014,1.0282,6.284,P01_NW14_Northwind Oceania,OPS-MX100,RM-COIL,Plates,MX100/PL.35 304TL 0.3mm,1,1,Active
P01_NW14_MAT-101186,P01_NW14_RM-COIL-HC276,MAT-101186,RM-COIL-HC276,7.033,KG,COIL HASTELLOY C276 1250mm 0.5mm,4,0.029,0.019,1.029,1.019,1.0486,7.375,P01_NW14_Northwind Oceania,OPS-MX250,RM-COIL,Plates,MX250/PL.37 304TL 0.6mm,1,1,Active
P01_NW14_MAT-101188,P01_NW14_RM-COIL-SS304,MAT-101188,RM-COIL-SS304,5.85,KG,COIL SS304 1250mm 0.4mm,8,0.054,0.029,1.054,1.029,1.0846,6.345,P01_NW14_Northwind Oceania,OPS-S62,RM-COIL,Plates,S62/PL.39 304TL 0.6mm,1,1,Active
P01_NW14_MAT-101201,P01_NW14_RM-COIL-AL,MAT-101201,RM-COIL-AL,5.581,KG,COIL ALUMINUM 1300mm 0.6mm,3,0.016,0.007,1.016,1.007,1.0231,5.71,P01_NW14_Northwind Oceania,OPS-S120,RM-COIL,Plates,S120/PL.02 304TL 0.3mm,1,1,Active
P01_NW14_MAT-101203,P01_NW14_RM-COIL-SS316,MAT-101203,RM-COIL-SS316,6.469,KG,COIL SS316 1250mm 0.5mm,2,0.03,0.024,1.03,1.024,1.0547,6.823,P01_NW14_Northwind Oceania,OPS-S160,RM-COIL,Plates,S160/PL.04 304TL 0.7mm,1,1,Active
P01_NW14_MAT-101205,P01_NW14_RM-COIL-AL,MAT-101205,RM-COIL-AL,8.173,KG,COIL ALUMINUM 1300mm 0.6mm,4,0.031,0.012,1.031,1.012,1.0434,8.528,P01_NW14_Northwind Oceania,OPS-XL520,RM-COIL,Plates,XL520/PL.06 304TL 0.6mm,1,1,Active
P01_NW14_MAT-101210,P01_NW14_RM-COIL-SS304,MAT-101210,RM-COIL-SS304,6.24,KG,COIL SS304 1250mm 0.4mm,2,0.056,0.021,1.056,1.021,1.0782,6.728,P01_NW14_Northwind Oceania,OPS-MX250,RM-COIL,Plates,MX250/PL.11 304TL 0.3mm,1,1,Active
P01_NW14_MAT-101213,P01_NW14_RM-COIL-NI,MAT-101213,RM-COIL-NI,5.727,KG,COIL NICKEL 1200mm 0.35mm,6,0.012,0.009,1.012,1.009,1.0211,5.848,P01_NW14_Northwind Oceania,OPS-S120,RM-COIL,Plates,S120/PL.14 304TL 0.7mm,1,1,Active
P01_NW14_MAT-101213,P01_NW14_RM-COIL-TI,MAT-101213,RM-COIL-TI,4.955,KG,COIL TITANIUM 1200mm 0.4mm,8,0.028,0.007,1.028,1.007,1.0352,5.129,P01_NW14_Northwind Oceania,OPS-S120,RM-COIL,Plates,S120/PL.14 304TL 0.7mm,1,1,Active
P01_NW14_MAT-101220,P01_NW14_RM-COIL-TI,MAT-101220,RM-COIL-TI,5.532,KG,COIL TITANIUM 1200mm 0.4mm,6,0.014,0.014,1.014,1.014,1.0282,5.688,P01_NW14_Northwind Oceania,OPS-MX100,RM-COIL,Plates,MX100/PL.21 304TL 0.4mm,1,1,Active
P01_NW14_MAT-101228,P01_NW14_RM-COIL-HC276,MAT-101228,RM-COIL-HC276,13.615,KG,COIL HASTELLOY C276 1250mm 0.5mm,4,0.048,0.015,1.048,1.015,1.0637,14.482,P01_NW14_Northwind Oceania,OPS-XL420,RM-COIL,Plates,XL420/PL.29 304TL 0.7mm,1,1,Active
P01_NW14_MAT-101234,P01_NW14_RM-COIL-AL,MAT-101234,RM-COIL-AL,4.362,KG,COIL ALUMINUM 1300mm 0.6mm,8,0.06,0.01,1.06,1.01,1.0706,4.67,P01_NW14_Northwind Oceania,OPS-MX250,RM-COIL,Plates,MX250/PL.35 304TL 0.6mm,1,1,Active
P01_NW14_MAT-101237,P01_NW14_RM-COIL-TI,MAT-101237,RM-COIL-TI,4.416,KG,COIL TITANIUM 1200mm 0.4mm,3,0.044,0.017,1.044,1.017,1.0617,4.688,P01_NW14_Northwind Oceania,OPS-S120,RM-COIL,Plates,S120/PL.38 304TL 0.4mm,1,1,Active
P01_NW14_MAT-101239,P01_NW14_RM-COIL-SS304,MAT-101239,RM-COIL-SS304,5.87,KG,COIL SS304 1250mm 0.4mm,4,0.026,0.012,1.026,1.012,1.0383,6.095,P01_NW14_Northwind Oceania,OPS-S160,RM-COIL,Plates,S160/PL.40 304TL 0.7mm,1,1,Active
P01_NW14_MAT-101244,P01_NW14_RM-COIL-SS316,MAT-101244,RM-COIL-SS316,8.384,KG,COIL SS316 1250mm 0.5mm,6,0.042,0.013,1.042,1.013,1.0555,8.849,P01_NW14_Northwind Oceania,OPS-MX100,RM-COIL,Plates,MX100/PL.45 304TL 0.6mm,1,1,Active
P01_NW14_MAT-101244,P01_NW14_RM-COIL-NI,MAT-101244,RM-COIL-NI,6.015,KG,COIL NICKEL 1200mm 0.35mm,3,0.035,0.012,1.035,1.012,1.0474,6.3,P01_NW14_Northwind Oceania,OPS-MX100,RM-COIL,Plates,MX100/PL.45 304TL 0.6mm,1,1,Active
P01_NW14_MAT-101247,P01_NW14_RM-COIL-AL,MAT-101247,RM-COIL-AL,8.012,KG,COIL ALUMINUM 1300mm 0.6mm,6,0.031,0.014,1.031,1.014,1.0454,8.376,P01_NW14_Northwind Oceania,OPS-HT80,RM-COIL,Plates,HT80/PL.48 304TL 0.7mm,1,1,Active
P01_NW14_MAT-101249,P01_NW14_RM-COIL-TI,MAT-101249,RM-COIL-TI,4.665,KG,COIL TITANIUM 1200mm 0.4mm,3,0.03,0.026,1.03,1.026,1.0568,4.93,P01_NW14_Northwind Oceania,OPS-S120,RM-COIL,Plates,S120/PL.50 304TL 0.7mm,1,1,Active
P01_NW14_MAT-101250,P01_NW14_RM-COIL-AL,MAT-101250,RM-COIL-AL,5.244,KG,COIL ALUMINUM 1300mm 0.6mm,3,0.049,0.029,1.049,1.029,1.0794,5.66,P01_NW14_Northwind Oceania,OPS-S140,RM-COIL,Plates,S140/PL.01 304TL 0.3mm,1,1,Active
P01_NW14_MAT-101252,P01_NW14_RM-COIL-NI,MAT-101252,RM-COIL-NI,12.871,KG,COIL NICKEL 1200mm 0.35mm,6,0.053,0.028,1.053,1.028,1.0825,13.933,P01_NW14_Northwind Oceania,OPS-XL420,RM-COIL,Plates,XL420/PL.03 304TL 0.5mm,1,1,Active
P01_NW14_MAT-101252,P01_NW14_RM-COIL-TI,MAT-101252,RM-COIL-TI,10.028,KG,COIL TITANIUM 1200mm 0.4mm,2,0.042,0.025,1.042,1.025,1.068,10.71,P01_NW14_Northwind Oceania,OPS-XL420,RM-COIL,Plates,XL420/PL.03 304TL 0.5mm,1,1,Active
P01_NW14_MAT-101255,P01_NW14_RM-COIL-TI,MAT-101255,RM-COIL-TI,6.99,KG,COIL TITANIUM 1200mm 0.4mm,2,0.029,0.019,1.029,1.019,1.0486,7.33,P01_NW14_Northwind Oceania,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.06 304TL 0.3mm,1,1,Active
P01_NW14_MAT-101255,P01_NW14_RM-COIL-SS316,MAT-101255,RM-COIL-SS316,9.221,KG,COIL SS316 1250mm 0.5mm,3,0.023,0.009,1.023,1.009,1.0322,9.518,P01_NW14_Northwind Oceania,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.06 304TL 0.3mm,1,1,Active
P01_NW14_MAT-101256,P01_NW14_RM-COIL-HC276,MAT-101256,RM-COIL-HC276,7.134,KG,COIL HASTELLOY C276 1250mm 0.5mm,8,0.024,0.011,1.024,1.011,1.0353,7.386,P01_NW14_Northwind Oceania,OPS-MX100,RM-COIL,Plates,MX100/PL.07 304TL 0.6mm,1,1,Active
P01_NW14_MAT-101264,P01_NW14_RM-COIL-SS316,MAT-101264,RM-COIL-SS316,10.654,KG,COIL SS316 1250mm 0.5mm,3,0.015,0.009,1.015,1.009,1.0241,10.911,P01_NW14_Northwind Oceania,OPS-XL420,RM-COIL,Plates,XL420/PL.15 304TL 0.3mm,1,1,Active
P01_NW14_MAT-101268,P01_NW14_RM-COIL-AL,MAT-101268,RM-COIL-AL,5.427,KG,COIL ALUMINUM 1300mm 0.6mm,4,0.05,0.009,1.05,1.009,1.0595,5.75,P01_NW14_Northwind Oceania,OPS-MX100,RM-COIL,Plates,MX100/PL.19 304TL 0.7mm,1,1,Active
P01_NW14_MAT-101285,P01_NW14_RM-COIL-NI,MAT-101285,RM-COIL-NI,5.683,KG,COIL NICKEL 1200mm 0.35mm,8,0.024,0.023,1.024,1.023,1.0476,5.954,P01_NW14_Northwind Oceania,OPS-S120,RM-COIL,Plates,S120/PL.36 304TL 0.8mm,1,1,Active
P01_NW14_MAT-101285,P01_NW14_RM-COIL-SS304,MAT-101285,RM-COIL-SS304,5.752,KG,COIL SS304 1250mm 0.4mm,2,0.022,0.022,1.022,1.022,1.0445,6.008,P01_NW14_Northwind Oceania,OPS-S120,RM-COIL,Plates,S120/PL.36 304TL 0.8mm,1,1,Active
P01_NW14_MAT-101291,P01_NW14_RM-COIL-AL,MAT-101291,RM-COIL-AL,6.814,KG,COIL ALUMINUM 1300mm 0.6mm,3,0.028,0.007,1.028,1.007,1.0352,7.054,P01_NW14_Northwind Oceania,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.42 304TL 0.7mm,1,1,Active
P01_NW14_MAT-101299,P01_NW14_RM-COIL-SS304,MAT-101299,RM-COIL-SS304,5.57,KG,COIL SS304 1250mm 0.4mm,8,0.018,0.026,1.018,1.026,1.0445,5.818,P01_NW14_Northwind Oceania,OPS-S160,RM-COIL,Plates,S160/PL.50 304TL 0.6mm,1,1,Active
P01_NW14_MAT-101300,P01_NW14_RM-COIL-HC276,MAT-101300,RM-COIL-HC276,11.607,KG,COIL HASTELLOY C276 1250mm 0.5mm,6,0.016,0.03,1.016,1.03,1.0465,12.147,P01_NW14_Northwind Oceania,OPS-XL420,RM-COIL,Plates,XL420/PL.01 304TL 0.7mm,1,1,Active
P01_NW14_MAT-101310,P01_NW14_RM-COIL-SS304,MAT-101310,RM-COIL-SS304,6.578,KG,COIL SS304 1250mm 0.4mm,2,0.06,0.009,1.06,1.009,1.0695,7.035,P01_NW14_Northwind Oceania,OPS-S140,RM-COIL,Plates,S140/PL.11 304TL 0.4mm,1,1,Active
P01_NW14_MAT-101312,P01_NW14_RM-COIL-SS304,MAT-101312,RM-COIL-SS304,9.761,KG,COIL SS304 1250mm 0.4mm,8,0.035,0.026,1.035,1.026,1.0619,10.365,P01_NW14_Northwind Oceania,OPS-XL420,RM-COIL,Plates,XL420/PL.13 304TL 0.5mm,1,1,Active
P01_NW14_MAT-101313,P01_NW14_RM-COIL-HC276,MAT-101313,RM-COIL-HC276,14.737,KG,COIL HASTELLOY C276 1250mm 0.5mm,3,0.038,0.009,1.038,1.009,1.0473,15.434,P01_NW14_Northwind Oceania,OPS-XL520,RM-COIL,Plates,XL520/PL.14 304TL 0.4mm,1,1,Active
P01_NW14_MAT-101314,P01_NW14_RM-COIL-SS316,MAT-101314,RM-COIL-SS316,7.818,KG,COIL SS316 1250mm 0.5mm,2,0.034,0.005,1.034,1.005,1.0392,8.124,P01_NW14_Northwind Oceania,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.15 304TL 0.5mm,1,1,Active
P01_NW14_MAT-101319,P01_NW14_RM-COIL-TI,MAT-101319,RM-COIL-TI,11.405,KG,COIL TITANIUM 1200mm 0.4mm,3,0.06,0.022,1.06,1.022,1.0833,12.355,P01_NW14_Northwind Oceania,OPS-HT80,RM-COIL,Plates,HT80/PL.20 304TL 0.8mm,1,1,Active
P01_NW14_MAT-101321,P01_NW14_RM-COIL-SS304,MAT-101321,RM-COIL-SS304,6.047,KG,COIL SS304 1250mm 0.4mm,2,0.029,0.012,1.029,1.012,1.0413,6.297,P01_NW14_Northwind Oceania,OPS-S120,RM-COIL,Plates,S120/PL.22 304TL 0.7mm,1,1,Active
P01_NW14_MAT-101321,P01_NW14_RM-COIL-NI,MAT-101321,RM-COIL-NI,6.618,KG,COIL NICKEL 1200mm 0.35mm,2,0.013,0.014,1.013,1.014,1.0272,6.798,P01_NW14_Northwind Oceania,OPS-S120,RM-COIL,Plates,S120/PL.22 304TL 0.7mm,1,1,Active
P01_NW14_MAT-101324,P01_NW14_RM-COIL-AL,MAT-101324,RM-COIL-AL,8.027,KG,COIL ALUMINUM 1300mm 0.6mm,2,0.014,0.018,1.014,1.018,1.0323,8.286,P01_NW14_Northwind Oceania,OPS-XL420,RM-COIL,Plates,XL420/PL.25 304TL 0.7mm,1,1,Active
P01_NW14_MAT-101324,P01_NW14_RM-COIL-SS304,MAT-101324,RM-COIL-SS304,13.337,KG,COIL SS304 1250mm 0.4mm,8,0.016,0.007,1.016,1.007,1.0231,13.645,P01_NW14_Northwind Oceania,OPS-XL420,RM-COIL,Plates,XL420/PL.25 304TL 0.7mm,1,1,Active
P01_NW14_MAT-101328,P01_NW14_RM-COIL-NI,MAT-101328,RM-COIL-NI,5.201,KG,COIL NICKEL 1200mm 0.35mm,6,0.039,0.01,1.039,1.01,1.0494,5.458,P01_NW14_Northwind Oceania,OPS-MX100,RM-COIL,Plates,MX100/PL.29 304TL 0.5mm,1,1,Active
P01_NW14_MAT-101330,P01_NW14_RM-COIL-SS316,MAT-101330,RM-COIL-SS316,8.273,KG,COIL SS316 1250mm 0.5mm,3,0.043,0.016,1.043,1.016,1.0597,8.767,P01_NW14_Northwind Oceania,OPS-MX250,RM-COIL,Plates,MX250/PL.31 304TL 0.4mm,1,1,Active
P01_NW14_MAT-101332,P01_NW14_RM-COIL-HC276,MAT-101332,RM-COIL-HC276,8.304,KG,COIL HASTELLOY C276 1250mm 0.5mm,3,0.058,0.025,1.058,1.025,1.0844,9.005,P01_NW14_Northwind Oceania,OPS-S62,RM-COIL,Plates,S62/PL.33 304TL 0.5mm,1,1,Active
P01_NW14_MAT-101338,P01_NW14_RM-COIL-TI,MAT-101338,RM-COIL-TI,7.096,KG,COIL TITANIUM 1200mm 0.4mm,6,0.022,0.008,1.022,1.008,1.0302,7.31,P01_NW14_Northwind Oceania,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.39 304TL 0.6mm,1,1,Active
P01_NW14_MAT-101344,P01_NW14_RM-COIL-HC276,MAT-101344,RM-COIL-HC276,7.357,KG,COIL HASTELLOY C276 1250mm 0.5mm,2,0.015,0.029,1.015,1.029,1.0444,7.684,P01_NW14_Northwind Oceania,OPS-S62,RM-COIL,Plates,S62/PL.45 304TL 0.5mm,1,1,Active
P01_NW14_MAT-101351,P01_NW14_RM-COIL-AL,MAT-101351,RM-COIL-AL,5.514,KG,COIL ALUMINUM 1300mm 0.6mm,4,0.051,0.027,1.051,1.027,1.0794,5.952,P01_NW14_Northwind Oceania,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.02 304TL 0.5mm,1,1,Active
P01_NW14_MAT-101351,P01_NW14_RM-COIL-HC276,MAT-101351,RM-COIL-HC276,9.543,KG,COIL HASTELLOY C276 1250mm 0.5mm,3,0.055,0.022,1.055,1.022,1.0782,10.289,P01_NW14_Northwind Oceania,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.02 304TL 0.5mm,1,1,Active
P01_NW14_MAT-101353,P01_NW14_RM-COIL-SS304,MAT-101353,RM-COIL-SS304,7.361,KG,COIL SS304 1250mm 0.4mm,8,0.041,0.022,1.041,1.022,1.0639,7.831,P01_NW14_Northwind Oceania,OPS-MX200,RM-COIL,Plates,MX200/PL.04 304TL 0.7mm,1,1,Active
P01_NW14_MAT-101358,P01_NW14_RM-COIL-NI,MAT-101358,RM-COIL-NI,6.59,KG,COIL NICKEL 1200mm 0.35mm,6,0.048,0.026,1.048,1.026,1.0752,7.086,P01_NW14_Northwind Oceania,OPS-S140,RM-COIL,Plates,S140/PL.09 304TL 0.6mm,1,1,Active
P01_NW14_MAT-101364,P01_NW14_RM-COIL-SS304,MAT-101364,RM-COIL-SS304,7.278,KG,COIL SS304 1250mm 0.4mm,4,0.01,0.027,1.01,1.027,1.0373,7.549,P01_NW14_Northwind Oceania,OPS-MX100,RM-COIL,Plates,MX100/PL.15 304TL 0.4mm,1,1,Active
P01_NW14_MAT-101370,P01_NW14_RM-COIL-NI,MAT-101370,RM-COIL-NI,6.805,KG,COIL NICKEL 1200mm 0.35mm,6,0.051,0.012,1.051,1.012,1.0636,7.238,P01_NW14_Northwind Oceania,OPS-S140,RM-COIL,Plates,S140/PL.21 304TL 0.3mm,1,1,Active
