P80 - Plant Material: Plant without system,P80 - Plant Material: Code,P80 - Plant Material: Pure Material,P80 - Plant Material: Material Description,P80 - Plant Material: Operations Group,P80 - Plant Material: Mixed MRP
NW13,P01_NW13_MAT-972090,MAT-972090,M12-EPDM PHANTOM 0090,OPS-M12-EPDM,True
NW13,P01_NW13_MAT-972091,MAT-972091,M12-EPDM PHANTOM 0091,OPS-M12-EPDM,True
NW13,P01_NW13_MAT-972092,MAT-972092,PRO-12X PHANTOM 0092,OPS-PRO-12X,False
NW13,P01_NW13_MAT-972093,MAT-972093,HT80 PHANTOM 0093,OPS-HT80,True
NW13,P01_NW13_MAT-972094,MAT-972094,PRO-12X PHANTOM 0094,OPS-PRO-12X,True
NW13,P01_NW13_MAT-972095,MAT-972095,S160 PHANTOM 0095,OPS-S160,True
NW13,P01_NW13_MAT-972096,MAT-972096,M10-BFG PHANTOM 0096,OPS-M10-BFG,False
NW13,P01_NW13_MAT-972097,MAT-972097,M8-NBR PHANTOM 0097,OPS-M8-NBR,False
NW13,P01_NW13_MAT-972098,MAT-972098,M8-NBR PHANTOM 0098,OPS-M8-NBR,False
NW13,P01_NW13_MAT-972099,MAT-972099,M10-BFG PHANTOM 0099,OPS-M10-BFG,False
NW13,P01_NW13_MAT-972100,MAT-972100,HT80 PHANTOM 0100,OPS-HT80,True
NW13,P01_NW13_MAT-972101,MAT-972101,M18-AFLAS PHANTOM 0101,OPS-M18-AFLAS,False
NW13,P01_NW13_MAT-972102,MAT-972102,M8-NBR PHANTOM 0102,OPS-M8-NBR,True
NW13,P01_NW13_MAT-972103,MAT-972103,S160 PHANTOM 0103,OPS-S160,True
NW13,P01_NW13_MAT-972104,MAT-972104,M14-HNBR PHANTOM 0104,OPS-M14-HNBR,True
NW13,P01_NW13_MAT-972105,MAT-972105,M10-BFG PHANTOM 0105,OPS-M10-BFG,False
NW13,P01_NW13_MAT-972106,MAT-972106,XL520 PHANTOM 0106,OPS-XL520,False
NW13,P01_NW13_MAT-972107,MAT-972107,M18-AFLAS PHANTOM 0107,OPS-M18-AFLAS,False
NW13,P01_NW13_MAT-972108,MAT-972108,XL520 PHANTOM 0108,OPS-XL520,False
NW13,P01_NW13_MAT-972109,MAT-972109,S120 PHANTOM 0109,OPS-S120,True
NW13,P01_NW13_MAT-972110,MAT-972110,XL520 PHANTOM 0110,OPS-XL520,False
NW13,P01_NW13_MAT-972111,MAT-972111,MX200 PHANTOM 0111,OPS-MX200,True
NW13,P01_NW13_MAT-972112,MAT-972112,PRO-9X PHANTOM 0112,OPS-PRO-9X,True
NW13,P01_NW13_MAT-972113,MAT-972113,S160 PHANTOM 0113,OPS-S160,False
NW13,P01_NW13_MAT-972114,MAT-972114,HT80 PHANTOM 0114,OPS-HT80,False
NW13,P01_NW13_MAT-972115,MAT-972115,S62 PHANTOM 0115,OPS-S62,True
NW13,P01_NW13_MAT-972116,MAT-972116,M8-NBR PHANTOM 0116,OPS-M8-NBR,False
NW13,P01_NW13_MAT-972117,MAT-972117,PRO-9X PHANTOM 0117,OPS-PRO-9X,True
NW13,P01_NW13_MAT-972118,MAT-972118,M18-AFLAS PHANTOM 0118,OPS-M18-AFLAS,True
NW13,P01_NW13_MAT-972119,MAT-972119,MX100 PHANTOM 0119,OPS-MX100,False
NW13,P01_NW13_MAT-972120,MAT-972120,M10-BFG PHANTOM 0120,OPS-M10-BFG,False
NW13,P01_NW13_MAT-972121,MAT-972121,S140 PHANTOM 0121,OPS-S140,True
NW13,P01_NW13_MAT-972122,MAT-972122,MX250 PHANTOM 0122,OPS-MX250,True
NW13,P01_NW13_MAT-972123,MAT-972123,M12-EPDM PHANTOM 0123,OPS-M12-EPDM,False
NW13,P01_NW13_MAT-972124,MAT-972124,XL420 PHANTOM 0124,OPS-XL420,True
NW13,P01_NW13_MAT-972125,MAT-972125,M20-SILI PHANTOM 0125,OPS-M20-SILI,False
NW13,P01_NW13_MAT-972126,MAT-972126,S140 PHANTOM 0126,OPS-S140,True
NW13,P01_NW13_MAT-972127,MAT-972127,XL520 PHANTOM 0127,OPS-XL520,True
NW13,P01_NW13_MAT-972128,MAT-972128,XL420 PHANTOM 0128,OPS-XL420,False
NW13,P01_NW13_MAT-972129,MAT-972129,HT80 PHANTOM 0129,OPS-HT80,True
NW13,P01_NW13_MAT-972130,MAT-972130,S140 PHANTOM 0130,OPS-S140,False
NW13,P01_NW13_MAT-972131,MAT-972131,M14-HNBR PHANTOM 0131,OPS-M14-HNBR,True
NW13,P01_NW13_MAT-972132,MAT-972132,M18-AFLAS PHANTOM 0132,OPS-M18-AFLAS,False
NW13,P01_NW13_MAT-972133,MAT-972133,S140 PHANTOM 0133,OPS-S140,True
NW13,P01_NW13_MAT-972134,MAT-972134,PRO-9X PHANTOM 0134,OPS-PRO-9X,True
NW13,P01_NW13_MAT-972135,MAT-972135,M14-HNBR PHANTOM 0135,OPS-M14-HNBR,True
NW13,P01_NW13_MAT-972136,MAT-972136,XL420 PHANTOM 0136,OPS-XL420,False
NW13,P01_NW13_MAT-972137,MAT-972137,S160 PHANTOM 0137,OPS-S160,False
NW13,P01_NW13_MAT-972138,MAT-972138,S120 PHANTOM 0138,OPS-S120,False
NW13,P01_NW13_MAT-972139,MAT-972139,S160 PHANTOM 0139,OPS-S160,False
NW13,P01_NW13_MAT-972140,MAT-972140,M20-SILI PHANTOM 0140,OPS-M20-SILI,False
NW13,P01_NW13_MAT-972141,MAT-972141,M18-AFLAS PHANTOM 0141,OPS-M18-AFLAS,True
NW13,P01_NW13_MAT-972142,MAT-972142,M22-NBR PHANTOM 0142,OPS-M22-NBR,False
NW13,P01_NW13_MAT-972143,MAT-972143,PRO-9X PHANTOM 0143,OPS-PRO-9X,True
NW13,P01_NW13_MAT-972144,MAT-972144,M18-AFLAS PHANTOM 0144,OPS-M18-AFLAS,False
NW13,P01_NW13_MAT-972145,MAT-972145,PRO-12X PHANTOM 0145,OPS-PRO-12X,False
NW13,P01_NW13_MAT-972146,MAT-972146,S160 PHANTOM 0146,OPS-S160,True
NW13,P01_NW13_MAT-972147,MAT-972147,S160 PHANTOM 0147,OPS-S160,True
NW13,P01_NW13_MAT-972148,MAT-972148,XL520 PHANTOM 0148,OPS-XL520,True
NW13,P01_NW13_MAT-972149,MAT-972149,XL420 PHANTOM 0149,OPS-XL420,False
NW13,P01_NW13_MAT-972150,MAT-972150,S160 PHANTOM 0150,OPS-S160,True
NW13,P01_NW13_MAT-972151,MAT-972151,MX200 PHANTOM 0151,OPS-MX200,False
NW13,P01_NW13_MAT-972152,MAT-972152,XL420 PHANTOM 0152,OPS-XL420,False
NW13,P01_NW13_MAT-972153,MAT-972153,M18-AFLAS PHANTOM 0153,OPS-M18-AFLAS,True
NW13,P01_NW13_MAT-972154,MAT-972154,M12-EPDM PHANTOM 0154,OPS-M12-EPDM,True
NW13,P01_NW13_MAT-972155,MAT-972155,MX250 PHANTOM 0155,OPS-MX250,False
NW13,P01_NW13_MAT-972156,MAT-972156,M20-SILI PHANTOM 0156,OPS-M20-SILI,True
NW13,P01_NW13_MAT-972157,MAT-972157,PRO-9X PHANTOM 0157,OPS-PRO-9X,True
NW13,P01_NW13_MAT-972158,MAT-972158,S140 PHANTOM 0158,OPS-S140,False
NW13,P01_NW13_MAT-972159,MAT-972159,XL520 PHANTOM 0159,OPS-XL520,True
NW13,P01_NW13_MAT-972160,MAT-972160,S62 PHANTOM 0160,OPS-S62,True
NW13,P01_NW13_MAT-972161,MAT-972161,S140 PHANTOM 0161,OPS-S140,False
NW13,P01_NW13_MAT-972162,MAT-972162,S62 PHANTOM 0162,OPS-S62,True
NW13,P01_NW13_MAT-972163,MAT-972163,MX250 PHANTOM 0163,OPS-MX250,False
NW13,P01_NW13_MAT-972164,MAT-972164,XL420 PHANTOM 0164,OPS-XL420,False
NW13,P01_NW13_MAT-972165,MAT-972165,S62 PHANTOM 0165,OPS-S62,False
NW13,P01_NW13_MAT-972166,MAT-972166,XL520 PHANTOM 0166,OPS-XL520,False
NW13,P01_NW13_MAT-972167,MAT-972167,HT80 PHANTOM 0167,OPS-HT80,False
NW13,P01_NW13_MAT-972168,MAT-972168,M18-AFLAS PHANTOM 0168,OPS-M18-AFLAS,False
NW13,P01_NW13_MAT-972169,MAT-972169,XL520 PHANTOM 0169,OPS-XL520,False
NW13,P01_NW13_MAT-972170,MAT-972170,S62 PHANTOM 0170,OPS-S62,False
NW13,P01_NW13_MAT-972171,MAT-972171,MX100 PHANTOM 0171,OPS-MX100,False
NW13,P01_NW13_MAT-972172,MAT-972172,S160 PHANTOM 0172,OPS-S160,True
NW13,P01_NW13_MAT-972173,MAT-972173,MX250 PHANTOM 0173,OPS-MX250,False
NW13,P01_NW13_MAT-972174,MAT-972174,XL520 PHANTOM 0174,OPS-XL520,False
NW13,P01_NW13_MAT-972175,MAT-972175,PRO-9X PHANTOM 0175,OPS-PRO-9X,False
NW13,P01_NW13_MAT-972176,MAT-972176,M18-AFLAS PHANTOM 0176,OPS-M18-AFLAS,False
NW13,P01_NW13_MAT-972177,MAT-972177,XL520 PHANTOM 0177,OPS-XL520,False
NW13,P01_NW13_MAT-972178,MAT-972178,XL520 PHANTOM 0178,OPS-XL520,True
NW13,P01_NW13_MAT-972179,MAT-972179,HT80 PHANTOM 0179,OPS-HT80,False
NW13,P01_NW13_MAT-972180,MAT-972180,S120 PHANTOM 0180,OPS-S120,True
NW13,P01_NW13_MAT-972181,MAT-972181,M8-NBR PHANTOM 0181,OPS-M8-NBR,False
NW13,P01_NW13_MAT-972182,MAT-972182,S120 PHANTOM 0182,OPS-S120,True
NW13,P01_NW13_MAT-972183,MAT-972183,S140 PHANTOM 0183,OPS-S140,True
NW13,P01_NW13_MAT-972184,MAT-972184,M6-FKM PHANTOM 0184,OPS-M6-FKM,False
NW13,P01_NW13_MAT-972185,MAT-972185,MX250 PHANTOM 0185,OPS-MX250,True
NW13,P01_NW13_MAT-972186,MAT-972186,S62 PHANTOM 0186,OPS-S62,True
NW13,P01_NW13_MAT-972187,MAT-972187,PRO-12X PHANTOM 0187,OPS-PRO-12X,False
NW13,P01_NW13_MAT-972188,MAT-972188,M20-SILI PHANTOM 0188,OPS-M20-SILI,True
NW13,P01_NW13_MAT-972189,MAT-972189,S120 PHANTOM 0189,OPS-S120,False
NW13,P01_NW13_MAT-972190,MAT-972190,S160 PHANTOM 0190,OPS-S160,False
NW13,P01_NW13_MAT-972191,MAT-972191,S62 PHANTOM 0191,OPS-S62,False
NW13,P01_NW13_MAT-972192,MAT-972192,M14-HNBR PHANTOM 0192,OPS-M14-HNBR,False
NW13,P01_NW13_MAT-972193,MAT-972193,XL420 PHANTOM 0193,OPS-XL420,False
NW13,P01_NW13_MAT-972194,MAT-972194,PRO-12X PHANTOM 0194,OPS-PRO-12X,False
NW13,P01_NW13_MAT-972195,MAT-972195,M10-BFG PHANTOM 0195,OPS-M10-BFG,False
NW13,P01_NW13_MAT-972196,MAT-972196,HT80 PHANTOM 0196,OPS-HT80,False
NW13,P01_NW13_MAT-972197,MAT-972197,MX200 PHANTOM 0197,OPS-MX200,False
NW13,P01_NW13_MAT-972198,MAT-972198,MX200 PHANTOM 0198,OPS-MX200,True
NW13,P01_NW13_MAT-972199,MAT-972199,M12-EPDM PHANTOM 0199,OPS-M12-EPDM,False
NW13,P01_NW13_MAT-972200,MAT-972200,PRO-12X PHANTOM 0200,OPS-PRO-12X,True
NW13,P01_NW13_MAT-972201,MAT-972201,S140 PHANTOM 0201,OPS-S140,False
NW13,P01_NW13_MAT-972202,MAT-972202,MX200 PHANTOM 0202,OPS-MX200,False
NW13,P01_NW13_MAT-972203,MAT-972203,M22-NBR PHANTOM 0203,OPS-M22-NBR,True
NW13,P01_NW13_MAT-972204,MAT-972204,M12-EPDM PHANTOM 0204,OPS-M12-EPDM,True
NW13,P01_NW13_MAT-972205,MAT-972205,PRO-9X PHANTOM 0205,OPS-PRO-9X,True
NW13,P01_NW13_MAT-972206,MAT-972206,M6-FKM PHANTOM 0206,OPS-M6-FKM,False
NW13,P01_NW13_MAT-972207,MAT-972207,S62 PHANTOM 0207,OPS-S62,True
NW13,P01_NW13_MAT-972208,MAT-972208,PRO-12X PHANTOM 0208,OPS-PRO-12X,True
NW13,P01_NW13_MAT-972209,MAT-972209,XL520 PHANTOM 0209,OPS-XL520,True
NW13,P01_NW13_MAT-972210,MAT-972210,M12-EPDM PHANTOM 0210,OPS-M12-EPDM,False
NW13,P01_NW13_MAT-972211,MAT-972211,M8-NBR PHANTOM 0211,OPS-M8-NBR,False
NW13,P01_NW13_MAT-972212,MAT-972212,XL420 PHANTOM 0212,OPS-XL420,True
NW13,P01_NW13_MAT-972213,MAT-972213,MX200 PHANTOM 0213,OPS-MX200,False
NW13,P01_NW13_MAT-972214,MAT-972214,HT80 PHANTOM 0214,OPS-HT80,True
NW13,P01_NW13_MAT-972215,MAT-972215,XL520 PHANTOM 0215,OPS-XL520,True
NW13,P01_NW13_MAT-972216,MAT-972216,S62 PHANTOM 0216,OPS-S62,False
NW13,P01_NW13_MAT-972217,MAT-972217,M10-BFG PHANTOM 0217,OPS-M10-BFG,True
NW13,P01_NW13_MAT-972218,MAT-972218,M12-EPDM PHANTOM 0218,OPS-M12-EPDM,False
NW13,P01_NW13_MAT-972219,MAT-972219,M14-HNBR PHANTOM 0219,OPS-M14-HNBR,True
NW13,P01_NW13_MAT-972220,MAT-972220,S140 PHANTOM 0220,OPS-S140,False
NW13,P01_NW13_MAT-972221,MAT-972221,M22-NBR PHANTOM 0221,OPS-M22-NBR,False
NW13,P01_NW13_MAT-972222,MAT-972222,PRO-9X PHANTOM 0222,OPS-PRO-9X,False
NW13,P01_NW13_MAT-972223,MAT-972223,M8-NBR PHANTOM 0223,OPS-M8-NBR,True
NW13,P01_NW13_MAT-972224,MAT-972224,PRO-12X PHANTOM 0224,OPS-PRO-12X,False
NW13,P01_NW13_MAT-972225,MAT-972225,XL420 PHANTOM 0225,OPS-XL420,False
NW13,P01_NW13_MAT-972226,MAT-972226,M6-FKM PHANTOM 0226,OPS-M6-FKM,True
NW13,P01_NW13_MAT-972227,MAT-972227,M14-HNBR PHANTOM 0227,OPS-M14-HNBR,True
NW13,P01_NW13_MAT-972228,MAT-972228,MX100 PHANTOM 0228,OPS-MX100,False
NW13,P01_NW13_MAT-972229,MAT-972229,M22-NBR PHANTOM 0229,OPS-M22-NBR,True
NW13,P01_NW13_MAT-972230,MAT-972230,HT80 PHANTOM 0230,OPS-HT80,True
NW13,P01_NW13_MAT-972231,MAT-972231,PRO-12X PHANTOM 0231,OPS-PRO-12X,True
NW13,P01_NW13_MAT-972232,MAT-972232,M6-FKM PHANTOM 0232,OPS-M6-FKM,False
NW13,P01_NW13_MAT-972233,MAT-972233,M12-EPDM PHANTOM 0233,OPS-M12-EPDM,False
NW13,P01_NW13_MAT-972234,MAT-972234,M12-EPDM PHANTOM 0234,OPS-M12-EPDM,False
NW13,P01_NW13_MAT-972235,MAT-972235,PRO-12X PHANTOM 0235,OPS-PRO-12X,True
NW13,P01_NW13_MAT-972236,MAT-972236,PRO-9X PHANTOM 0236,OPS-PRO-9X,False
NW13,P01_NW13_MAT-972237,MAT-972237,M6-FKM PHANTOM 0237,OPS-M6-FKM,False
NW13,P01_NW13_MAT-972238,MAT-972238,S140 PHANTOM 0238,OPS-S140,True
NW13,P01_NW13_MAT-972239,MAT-972239,M14-HNBR PHANTOM 0239,OPS-M14-HNBR,True
NW13,P01_NW13_MAT-972240,MAT-972240,M10-BFG PHANTOM 0240,OPS-M10-BFG,False
NW13,P01_NW13_MAT-972241,MAT-972241,M12-EPDM PHANTOM 0241,OPS-M12-EPDM,False
NW13,P01_NW13_MAT-972242,MAT-972242,M10-BFG PHANTOM 0242,OPS-M10-BFG,True
NW13,P01_NW13_MAT-972243,MAT-972243,XL420 PHANTOM 0243,OPS-XL420,True
NW13,P01_NW13_MAT-972244,MAT-972244,M14-HNBR PHANTOM 0244,OPS-M14-HNBR,False
NW13,P01_NW13_MAT-972245,MAT-972245,S62 PHANTOM 0245,OPS-S62,True
NW13,P01_NW13_MAT-972246,MAT-972246,S120 PHANTOM 0246,OPS-S120,True
NW13,P01_NW13_MAT-972247,MAT-972247,S120 PHANTOM 0247,OPS-S120,False
NW13,P01_NW13_MAT-972248,MAT-972248,MX200 PHANTOM 0248,OPS-MX200,True
NW13,P01_NW13_MAT-972249,MAT-972249,PRO-9X PHANTOM 0249,OPS-PRO-9X,False
NW13,P01_NW13_MAT-972250,MAT-972250,M22-NBR PHANTOM 0250,OPS-M22-NBR,True
NW13,P01_NW13_MAT-972251,MAT-972251,MX200 PHANTOM 0251,OPS-MX200,False
NW13,P01_NW13_MAT-972252,MAT-972252,MX250 PHANTOM 0252,OPS-MX250,True
NW13,P01_NW13_MAT-972253,MAT-972253,XL420 PHANTOM 0253,OPS-XL420,False
NW13,P01_NW13_MAT-972254,MAT-972254,M18-AFLAS PHANTOM 0254,OPS-M18-AFLAS,True
NW13,P01_NW13_MAT-972255,MAT-972255,M6-FKM PHANTOM 0255,OPS-M6-FKM,True
NW13,P01_NW13_MAT-972256,MAT-972256,M8-NBR PHANTOM 0256,OPS-M8-NBR,False
NW13,P01_NW13_MAT-972257,MAT-972257,M12-EPDM PHANTOM 0257,OPS-M12-EPDM,False
NW13,P01_NW13_MAT-972258,MAT-972258,M6-FKM PHANTOM 0258,OPS-M6-FKM,True
NW13,P01_NW13_MAT-972259,MAT-972259,M6-FKM PHANTOM 0259,OPS-M6-FKM,True
NW13,P01_NW13_MAT-972260,MAT-972260,MX100 PHANTOM 0260,OPS-MX100,False
NW13,P01_NW13_MAT-972261,MAT-972261,M8-NBR PHANTOM 0261,OPS-M8-NBR,False
NW13,P01_NW13_MAT-972262,MAT-972262,PRO-12X PHANTOM 0262,OPS-PRO-12X,True
NW13,P01_NW13_MAT-972263,MAT-972263,PRO-9X PHANTOM 0263,OPS-PRO-9X,False
NW13,P01_NW13_MAT-972264,MAT-972264,M18-AFLAS PHANTOM 0264,OPS-M18-AFLAS,False
NW13,P01_NW13_MAT-972265,MAT-972265,HT80 PHANTOM 0265,OPS-HT80,False
NW13,P01_NW13_MAT-972266,MAT-972266,PRO-9X PHANTOM 0266,OPS-PRO-9X,True
NW13,P01_NW13_MAT-972267,MAT-972267,MX200 PHANTOM 0267,OPS-MX200,True
NW13,P01_NW13_MAT-972268,MAT-972268,M12-EPDM PHANTOM 0268,OPS-M12-EPDM,True
NW13,P01_NW13_MAT-972269,MAT-972269,M20-SILI PHANTOM 0269,OPS-M20-SILI,True
NW13,P01_NW13_MAT-972270,MAT-972270,MX100 PHANTOM 0270,OPS-MX100,True
NW13,P01_NW13_MAT-972271,MAT-972271,XL520 PHANTOM 0271,OPS-XL520,True
NW13,P01_NW13_MAT-972272,MAT-972272,M18-AFLAS PHANTOM 0272,OPS-M18-AFLAS,False
NW13,P01_NW13_MAT-972273,MAT-972273,MX250 PHANTOM 0273,OPS-MX250,False
NW13,P01_NW13_MAT-972274,MAT-972274,MX200 PHANTOM 0274,OPS-MX200,True
NW13,P01_NW13_MAT-972275,MAT-972275,MX250 PHANTOM 0275,OPS-MX250,False
NW13,P01_NW13_MAT-972276,MAT-972276,M18-AFLAS PHANTOM 0276,OPS-M18-AFLAS,True
NW13,P01_NW13_MAT-972277,MAT-972277,M20-SILI PHANTOM 0277,OPS-M20-SILI,True
NW13,P01_NW13_MAT-972278,MAT-972278,S120 PHANTOM 0278,OPS-S120,True
NW13,P01_NW13_MAT-972279,MAT-972279,MX250 PHANTOM 0279,OPS-MX250,True
NW13,P01_NW13_MAT-972280,MAT-972280,M14-HNBR PHANTOM 0280,OPS-M14-HNBR,False
NW13,P01_NW13_MAT-972281,MAT-972281,XL420 PHANTOM 0281,OPS-XL420,True
NW13,P01_NW13_MAT-972282,MAT-972282,M6-FKM PHANTOM 0282,OPS-M6-FKM,True
NW13,P01_NW13_MAT-972283,MAT-972283,M10-BFG PHANTOM 0283,OPS-M10-BFG,False
NW13,P01_NW13_MAT-972284,MAT-972284,M18-AFLAS PHANTOM 0284,OPS-M18-AFLAS,True
NW13,P01_NW13_MAT-972285,MAT-972285,M8-NBR PHANTOM 0285,OPS-M8-NBR,True
NW13,P01_NW13_MAT-972286,MAT-972286,XL520 PHANTOM 0286,OPS-XL520,False
NW13,P01_NW13_MAT-972287,MAT-972287,M6-FKM PHANTOM 0287,OPS-M6-FKM,False
NW13,P01_NW13_MAT-972288,MAT-972288,PRO-12X PHANTOM 0288,OPS-PRO-12X,True
NW13,P01_NW13_MAT-972289,MAT-972289,M10-BFG PHANTOM 0289,OPS-M10-BFG,False
NW13,P01_NW13_MAT-972290,MAT-972290,PRO-12X PHANTOM 0290,OPS-PRO-12X,False
NW13,P01_NW13_MAT-972291,MAT-972291,M22-NBR PHANTOM 0291,OPS-M22-NBR,False
NW13,P01_NW13_MAT-972292,MAT-972292,S120 PHANTOM 0292,OPS-S120,False
NW13,P01_NW13_MAT-972293,MAT-972293,M20-SILI PHANTOM 0293,OPS-M20-SILI,False
NW13,P01_NW13_MAT-972294,MAT-972294,M8-NBR PHANTOM 0294,OPS-M8-NBR,False
NW13,P01_NW13_MAT-972295,MAT-972295,PRO-9X PHANTOM 0295,OPS-PRO-9X,True
NW13,P01_NW13_MAT-972296,MAT-972296,M6-FKM PHANTOM 0296,OPS-M6-FKM,True
NW13,P01_NW13_MAT-972297,MAT-972297,M10-BFG PHANTOM 0297,OPS-M10-BFG,False
NW13,P01_NW13_MAT-972298,MAT-972298,S62 PHANTOM 0298,OPS-S62,True
NW13,P01_NW13_MAT-972299,MAT-972299,S120 PHANTOM 0299,OPS-S120,True
NW13,P01_NW13_MAT-972300,MAT-972300,S160 PHANTOM 0300,OPS-S160,False
NW13,P01_NW13_MAT-972301,MAT-972301,S120 PHANTOM 0301,OPS-S120,False
NW13,P01_NW13_MAT-972302,MAT-972302,S140 PHANTOM 0302,OPS-S140,False
NW13,P01_NW13_MAT-972303,MAT-972303,M8-NBR PHANTOM 0303,OPS-M8-NBR,True
NW13,P01_NW13_MAT-972304,MAT-972304,MX200 PHANTOM 0304,OPS-MX200,False
NW13,P01_NW13_MAT-972305,MAT-972305,MX250 PHANTOM 0305,OPS-MX250,False
NW13,P01_NW13_MAT-972306,MAT-972306,HT80 PHANTOM 0306,OPS-HT80,True
NW13,P01_NW13_MAT-972307,MAT-972307,M10-BFG PHANTOM 0307,OPS-M10-BFG,False
NW13,P01_NW13_MAT-972308,MAT-972308,M6-FKM PHANTOM 0308,OPS-M6-FKM,False
NW13,P01_NW13_MAT-972309,MAT-972309,MX250 PHANTOM 0309,OPS-MX250,False
NW13,P01_NW13_MAT-972310,MAT-972310,S160 PHANTOM 0310,OPS-S160,False
NW13,P01_NW13_MAT-972311,MAT-972311,M18-AFLAS PHANTOM 0311,OPS-M18-AFLAS,False
NW13,P01_NW13_MAT-972312,MAT-972312,MX250 PHANTOM 0312,OPS-MX250,True
NW13,P01_NW13_MAT-972313,MAT-972313,M6-FKM PHANTOM 0313,OPS-M6-FKM,False
NW13,P01_NW13_MAT-972314,MAT-972314,M8-NBR PHANTOM 0314,OPS-M8-NBR,False
NW13,P01_NW13_MAT-972315,MAT-972315,M6-FKM PHANTOM 0315,OPS-M6-FKM,False
NW13,P01_NW13_MAT-972316,MAT-972316,M8-NBR PHANTOM 0316,OPS-M8-NBR,True
NW13,P01_NW13_MAT-972317,MAT-972317,XL420 PHANTOM 0317,OPS-XL420,False
NW13,P01_NW13_MAT-972318,MAT-972318,M14-HNBR PHANTOM 0318,OPS-M14-HNBR,True
NW13,P01_NW13_MAT-972319,MAT-972319,HT80 PHANTOM 0319,OPS-HT80,False
NW13,P01_NW13_MAT-972320,MAT-972320,MX100 PHANTOM 0320,OPS-MX100,False
NW13,P01_NW13_MAT-972321,MAT-972321,S120 PHANTOM 0321,OPS-S120,False
NW13,P01_NW13_MAT-972322,MAT-972322,S140 PHANTOM 0322,OPS-S140,True
NW13,P01_NW13_MAT-972323,MAT-972323,HT80 PHANTOM 0323,OPS-HT80,True
NW13,P01_NW13_MAT-972324,MAT-972324,M20-SILI PHANTOM 0324,OPS-M20-SILI,True
NW13,P01_NW13_MAT-972325,MAT-972325,M22-NBR PHANTOM 0325,OPS-M22-NBR,True
NW13,P01_NW13_MAT-972326,MAT-972326,XL420 PHANTOM 0326,OPS-XL420,True
NW13,P01_NW13_MAT-972327,MAT-972327,M18-AFLAS PHANTOM 0327,OPS-M18-AFLAS,True
NW13,P01_NW13_MAT-972328,MAT-972328,PRO-12X PHANTOM 0328,OPS-PRO-12X,True
NW13,P01_NW13_MAT-972329,MAT-972329,S62 PHANTOM 0329,OPS-S62,False
NW13,P01_NW13_MAT-972330,MAT-972330,XL520 PHANTOM 0330,OPS-XL520,False
NW13,P01_NW13_MAT-972331,MAT-972331,M14-HNBR PHANTOM 0331,OPS-M14-HNBR,True
NW13,P01_NW13_MAT-972332,MAT-972332,HT80 PHANTOM 0332,OPS-HT80,True
NW13,P01_NW13_MAT-972333,MAT-972333,M6-FKM PHANTOM 0333,OPS-M6-FKM,False
NW13,P01_NW13_MAT-972334,MAT-972334,HT80 PHANTOM 0334,OPS-HT80,True
NW13,P01_NW13_MAT-972335,MAT-972335,M14-HNBR PHANTOM 0335,OPS-M14-HNBR,False
NW13,P01_NW13_MAT-972336,MAT-972336,M14-HNBR PHANTOM 0336,OPS-M14-HNBR,False
NW13,P01_NW13_MAT-972337,MAT-972337,S140 PHANTOM 0337,OPS-S140,False
NW13,P01_NW13_MAT-972338,MAT-972338,S160 PHANTOM 0338,OPS-S160,False
NW13,P01_NW13_MAT-972339,MAT-972339,M18-AFLAS PHANTOM 0339,OPS-M18-AFLAS,True
NW13,P01_NW13_MAT-972340,MAT-972340,MX100 PHANTOM 0340,OPS-MX100,True
NW13,P01_NW13_MAT-972341,MAT-972341,PRO-9X PHANTOM 0341,OPS-PRO-9X,True
NW13,P01_NW13_MAT-972342,MAT-972342,M20-SILI PHANTOM 0342,OPS-M20-SILI,True
NW13,P01_NW13_MAT-972343,MAT-972343,M14-HNBR PHANTOM 0343,OPS-M14-HNBR,True
NW13,P01_NW13_MAT-972344,MAT-972344,S62 PHANTOM 0344,OPS-S62,True
NW13,P01_NW13_MAT-972345,MAT-972345,MX200 PHANTOM 0345,OPS-MX200,True
NW13,P01_NW13_MAT-972346,MAT-972346,HT80 PHANTOM 0346,OPS-HT80,False
NW13,P01_NW13_MAT-972347,MAT-972347,MX200 PHANTOM 0347,OPS-MX200,True
NW13,P01_NW13_MAT-972348,MAT-972348,M20-SILI PHANTOM 0348,OPS-M20-SILI,False
NW13,P01_NW13_MAT-972349,MAT-972349,HT80 PHANTOM 0349,OPS-HT80,True
NW13,P01_NW13_MAT-972350,MAT-972350,S160 PHANTOM 0350,OPS-S160,True
NW13,P01_NW13_MAT-972351,MAT-972351,M6-FKM PHANTOM 0351,OPS-M6-FKM,True
NW13,P01_NW13_MAT-972352,MAT-972352,S140 PHANTOM 0352,OPS-S140,False
NW13,P01_NW13_MAT-972353,MAT-972353,S160 PHANTOM 0353,OPS-S160,False
NW13,P01_NW13_MAT-972354,MAT-972354,S62 PHANTOM 0354,OPS-S62,False
NW13,P01_NW13_MAT-972355,MAT-972355,M20-SILI PHANTOM 0355,OPS-M20-SILI,False
NW13,P01_NW13_MAT-972356,MAT-972356,M20-SILI PHANTOM 0356,OPS-M20-SILI,False
NW13,P01_NW13_MAT-972357,MAT-972357,M14-HNBR PHANTOM 0357,OPS-M14-HNBR,False
NW13,P01_NW13_MAT-972358,MAT-972358,M20-SILI PHANTOM 0358,OPS-M20-SILI,True
