Sap code,Description,Old Material Number,Base Unit of Measure,Material Type,ABC (SAP),Procurement Type,In House Production Time (WD),Production LT Weeks,Transportation Lanes Lead Time (CD),Planned Delivery Time (MARC) (CD),Standard Cost in EUR,Avg Sales Price in EUR,G35 - Plant,G37 - Vendor,P45 - Supply Group,P55 - Operations Group,Is Network Material,BOM Material,BOM Header,BOM Component
MAT-101051,PRO-12X/PL.02 304TL 0.8mm,OLD-101051,PC,ROH,A,E,7,6,30,35,106.49,213.57,NW12,V-51111,SG-79,OPS-PRO-12X,N,MAT-101051,BH-6224,BC-2842
MAT-101052,MX100/PL.03 304TL 0.7mm,OLD-101052,PC,ROH,C,F,10,6,14,45,47.9,83.1,NW12,V-56346,SG-102,OPS-MX100,N,MAT-101052,BH-1017,BC-1466
MAT-101055,HT80/PL.06 304TL 0.8mm,OLD-101055,PC,FERT,C,F,21,2,21,45,116.89,152.5,NW12,V-55318,SG-75,OPS-HT80,Y,MAT-101055,BH-8950,BC-1281
MAT-101058,S140/PL.09 304TL 0.6mm,OLD-101058,PC,ROH,C,F,10,4,14,21,54.9,90.75,NW12,V-13794,SG-29,OPS-S140,Y,MAT-101058,BH-2531,BC-5669
MAT-101060,XL420/PL.11 304TL 0.3mm,OLD-101060,PC,FERT,B,X,10,8,21,45,32.15,198.82,NW12,V-43703,SG-13,OPS-XL420,N,MAT-101060,BH-6682,BC-4902
MAT-101067,HT80/PL.18 304TL 0.7mm,OLD-101067,PC,HALB,A,F,10,3,7,21,48.0,58.11,NW12,V-16904,SG-77,OPS-HT80,Y,MAT-101067,BH-2603,BC-9616
MAT-101068,S62/PL.19 304TL 0.6mm,OLD-101068,PC,HALB,C,X,14,4,14,28,12.11,9.57,NW12,V-99017,SG-48,OPS-S62,N,MAT-101068,BH-8067,BC-6374
MAT-101075,PRO-12X/PL.26 304TL 0.5mm,OLD-101075,PC,ROH,C,F,7,2,21,35,20.25,15.24,NW12,V-92471,SG-84,OPS-PRO-12X,N,MAT-101075,BH-9739,BC-4850
MAT-101079,HT80/PL.30 304TL 0.7mm,OLD-101079,PC,ROH,B,X,14,8,7,14,27.64,159.65,NW12,V-77332,SG-76,OPS-HT80,Y,MAT-101079,BH-2247,BC-4287
MAT-101084,XL420/PL.35 304TL 0.5mm,OLD-101084,PC,ROH,C,F,10,8,21,60,6.65,15.44,NW12,V-28549,SG-84,OPS-XL420,N,MAT-101084,BH-2648,BC-2755
MAT-101085,XL520/PL.36 304TL 0.3mm,OLD-101085,PC,ROH,C,F,14,3,14,45,39.82,47.41,NW12,V-23804,SG-15,OPS-XL520,Y,MAT-101085,BH-1237,BC-1676
MAT-101086,PRO-9X/PL.37 304TL 0.5mm,OLD-101086,PC,FERT,A,F,7,4,30,14,114.81,86.03,NW12,V-54668,SG-62,OPS-PRO-9X,Y,MAT-101086,BH-5916,BC-1746
MAT-101090,MX250/PL.41 304TL 0.7mm,OLD-101090,PC,FERT,A,E,5,3,7,21,3.62,95.16,NW12,V-20097,SG-118,OPS-MX250,N,MAT-101090,BH-4212,BC-8655
MAT-101092,S62/PL.43 304TL 0.4mm,OLD-101092,PC,HALB,C,F,21,6,30,28,8.51,187.95,NW12,V-15390,SG-46,OPS-S62,N,MAT-101092,BH-8257,BC-2219
MAT-101095,S160/PL.46 304TL 0.6mm,OLD-101095,PC,FERT,A,F,7,4,21,60,59.84,85.83,NW12,V-75251,SG-26,OPS-S160,N,MAT-101095,BH-9843,BC-2079
MAT-101100,MX100/PL.01 304TL 0.4mm,OLD-101100,PC,ROH,B,E,7,3,14,21,44.61,176.56,NW12,V-28603,SG-16,OPS-MX100,Y,MAT-101100,BH-4986,BC-6466
MAT-101109,XL520/PL.10 304TL 0.4mm,OLD-101109,PC,FERT,A,F,21,3,7,14,105.05,131.8,NW12,V-18183,SG-50,OPS-XL520,Y,MAT-101109,BH-3783,BC-2312
MAT-101119,S160/PL.20 304TL 0.6mm,OLD-101119,PC,HALB,B,E,21,3,21,60,99.49,169.78,NW12,V-65487,SG-104,OPS-S160,Y,MAT-101119,BH-9709,BC-2971
MAT-101132,XL420/PL.33 304TL 0.8mm,OLD-101132,PC,HALB,C,X,14,8,14,28,43.96,71.27,NW12,V-24720,SG-107,OPS-XL420,Y,MAT-101132,BH-2787,BC-3565
MAT-101155,S160/PL.06 304TL 0.7mm,OLD-101155,PC,ROH,A,X,7,3,14,60,73.27,171.43,NW12,V-72454,SG-57,OPS-S160,N,MAT-101155,BH-3120,BC-4968
MAT-101164,S62/PL.15 304TL 0.4mm,OLD-101164,PC,FERT,A,E,10,8,14,35,37.02,63.26,NW12,V-77016,SG-26,OPS-S62,Y,MAT-101164,BH-8241,BC-6572
MAT-101170,PRO-9X/PL.21 304TL 0.5mm,OLD-101170,PC,HALB,C,F,7,6,30,45,70.7,162.76,NW12,V-93118,SG-20,OPS-PRO-9X,N,MAT-101170,BH-7080,BC-9799
MAT-101173,MX200/PL.24 304TL 0.6mm,OLD-101173,PC,ROH,A,E,5,8,30,14,23.3,23.11,NW12,V-28262,SG-35,OPS-MX200,N,MAT-101173,BH-2892,BC-9211
MAT-101175,HT80/PL.26 304TL 0.6mm,OLD-101175,PC,ROH,C,F,21,2,14,45,90.03,175.03,NW12,V-73189,SG-31,OPS-HT80,N,MAT-101175,BH-7523,BC-8728
MAT-101176,S62/PL.27 304TL 0.3mm,OLD-101176,PC,ROH,A,X,5,3,14,28,54.49,54.38,NW12,V-64577,SG-90,OPS-S62,N,MAT-101176,BH-4881,BC-4374
MAT-101178,S140/PL.29 304TL 0.4mm,OLD-101178,PC,HALB,C,F,21,6,21,35,111.78,54.01,NW12,V-46675,SG-60,OPS-S140,N,MAT-101178,BH-7735,BC-4065
MAT-101180,XL420/PL.31 304TL 0.5mm,OLD-101180,PC,HALB,A,E,5,3,14,45,25.59,4.88,NW12,V-58679,SG-66,OPS-XL420,Y,MAT-101180,BH-9144,BC-8730
MAT-101187,HT80/PL.38 304TL 0.8mm,OLD-101187,PC,FERT,A,X,14,4,21,45,45.86,18.64,NW12,V-52772,SG-65,OPS-HT80,Y,MAT-101187,BH-8538,BC-4061
MAT-101196,MX100/PL.47 304TL 0.3mm,OLD-101196,PC,FERT,B,E,7,6,30,14,26.89,151.4,NW12,V-98730,SG-113,OPS-MX100,N,MAT-101196,BH-5849,BC-2530
MAT-101197,MX200/PL.48 304TL 0.5mm,OLD-101197,PC,ROH,B,F,10,4,7,60,1.95,184.94,NW12,V-25087,SG-45,OPS-MX200,N,MAT-101197,BH-3987,BC-5783
MAT-101198,MX250/PL.49 304TL 0.7mm,OLD-101198,PC,FERT,A,X,5,3,30,28,67.49,66.39,NW12,V-54635,SG-50,OPS-MX250,Y,MAT-101198,BH-4977,BC-1455
MAT-101202,S140/PL.03 304TL 0.7mm,OLD-101202,PC,HALB,B,X,5,6,7,28,81.02,7.2,NW12,V-86222,SG-81,OPS-S140,N,MAT-101202,BH-7363,BC-6209
MAT-101203,S160/PL.04 304TL 0.7mm,OLD-101203,PC,FERT,C,F,5,3,30,45,98.63,129.16,NW12,V-11686,SG-69,OPS-S160,Y,MAT-101203,BH-4811,BC-9077
MAT-101204,XL420/PL.05 304TL 0.6mm,OLD-101204,PC,ROH,B,F,10,6,14,28,110.04,27.38,NW12,V-35626,SG-36,OPS-XL420,Y,MAT-101204,BH-7239,BC-1363
MAT-101206,PRO-9X/PL.07 304TL 0.6mm,OLD-101206,PC,ROH,A,X,21,4,14,45,38.89,94.79,NW12,V-82246,SG-30,OPS-PRO-9X,N,MAT-101206,BH-3127,BC-2726
MAT-101209,MX200/PL.10 304TL 0.6mm,OLD-101209,PC,FERT,B,E,14,3,21,35,46.69,58.03,NW12,V-41378,SG-40,OPS-MX200,N,MAT-101209,BH-9711,BC-9376
MAT-101216,XL420/PL.17 304TL 0.8mm,OLD-101216,PC,ROH,A,F,10,3,30,35,54.58,93.76,NW12,V-69274,SG-96,OPS-XL420,N,MAT-101216,BH-4245,BC-3351
MAT-101219,PRO-12X/PL.20 304TL 0.4mm,OLD-101219,PC,ROH,A,F,14,6,7,35,37.59,168.45,NW12,V-98153,SG-56,OPS-PRO-12X,Y,MAT-101219,BH-6758,BC-3939
MAT-101222,MX250/PL.23 304TL 0.7mm,OLD-101222,PC,FERT,B,E,7,6,30,21,115.03,147.35,NW12,V-72593,SG-65,OPS-MX250,N,MAT-101222,BH-7757,BC-7762
MAT-101224,S62/PL.25 304TL 0.6mm,OLD-101224,PC,ROH,B,F,5,6,14,60,6.44,141.79,NW12,V-34071,SG-54,OPS-S62,N,MAT-101224,BH-3044,BC-5867
MAT-101226,S140/PL.27 304TL 0.5mm,OLD-101226,PC,FERT,C,X,5,8,7,60,54.42,50.71,NW12,V-50964,SG-120,OPS-S140,N,MAT-101226,BH-9499,BC-1329
MAT-101230,PRO-9X/PL.31 304TL 0.3mm,OLD-101230,PC,HALB,B,E,10,6,21,35,16.21,83.48,NW12,V-80574,SG-30,OPS-PRO-9X,Y,MAT-101230,BH-9225,BC-5310
MAT-101239,S160/PL.40 304TL 0.7mm,OLD-101239,PC,HALB,B,X,5,6,14,35,29.49,72.36,NW12,V-96736,SG-25,OPS-S160,N,MAT-101239,BH-3254,BC-6117
MAT-101245,MX200/PL.46 304TL 0.8mm,OLD-101245,PC,FERT,B,E,7,3,30,28,8.61,69.44,NW12,V-97295,SG-102,OPS-MX200,N,MAT-101245,BH-4411,BC-2860
MAT-101251,S160/PL.02 304TL 0.5mm,OLD-101251,PC,ROH,A,X,7,3,21,14,108.07,178.44,NW12,V-26940,SG-84,OPS-S160,Y,MAT-101251,BH-5691,BC-3814
MAT-101253,XL520/PL.04 304TL 0.4mm,OLD-101253,PC,ROH,C,E,7,3,21,21,6.59,22.04,NW12,V-89551,SG-14,OPS-XL520,N,MAT-101253,BH-7871,BC-2265
MAT-101262,S140/PL.13 304TL 0.7mm,OLD-101262,PC,HALB,A,F,5,6,30,21,87.87,146.59,NW12,V-67194,SG-30,OPS-S140,Y,MAT-101262,BH-6338,BC-2276
MAT-101264,XL420/PL.15 304TL 0.3mm,OLD-101264,PC,ROH,C,F,14,4,30,21,50.29,201.43,NW12,V-45676,SG-12,OPS-XL420,N,MAT-101264,BH-8653,BC-9741
MAT-101265,XL520/PL.16 304TL 0.6mm,OLD-101265,PC,ROH,B,E,10,6,21,45,30.46,196.58,NW12,V-95302,SG-38,OPS-XL520,N,MAT-101265,BH-8855,BC-8373
MAT-101268,MX100/PL.19 304TL 0.7mm,OLD-101268,PC,HALB,A,X,7,3,30,28,9.35,47.24,NW12,V-94141,SG-36,OPS-MX100,N,MAT-101268,BH-4175,BC-8338
MAT-101277,XL520/PL.28 304TL 0.7mm,OLD-101277,PC,FERT,A,F,21,2,30,14,9.32,43.94,NW12,V-37001,SG-111,OPS-XL520,Y,MAT-101277,BH-6695,BC-3101
MAT-101286,S140/PL.37 304TL 0.6mm,OLD-101286,PC,HALB,C,X,14,3,21,21,76.25,181.47,NW12,V-55445,SG-16,OPS-S140,Y,MAT-101286,BH-2184,BC-6355
MAT-101295,HT80/PL.46 304TL 0.7mm,OLD-101295,PC,FERT,C,E,7,6,30,45,20.75,184.76,NW12,V-62408,SG-49,OPS-HT80,Y,MAT-101295,BH-2272,BC-5122
MAT-101297,S120/PL.48 304TL 0.6mm,OLD-101297,PC,HALB,A,X,10,6,7,60,28.32,53.36,NW12,V-53985,SG-100,OPS-S120,Y,MAT-101297,BH-2855,BC-3837
MAT-101306,MX250/PL.07 304TL 0.4mm,OLD-101306,PC,ROH,A,X,10,8,30,35,51.73,195.69,NW12,V-18812,SG-89,OPS-MX250,Y,MAT-101306,BH-3619,BC-2958
MAT-101309,S120/PL.10 304TL 0.7mm,OLD-101309,PC,ROH,A,X,14,2,14,60,90.89,189.11,NW12,V-93072,SG-85,OPS-S120,N,MAT-101309,BH-1163,BC-4836
MAT-101314,PRO-9X/PL.15 304TL 0.5mm,OLD-101314,PC,HALB,C,F,7,3,30,21,117.66,25.14,NW12,V-60038,SG-87,OPS-PRO-9X,Y,MAT-101314,BH-4652,BC-4741
MAT-101315,PRO-12X/PL.16 304TL 0.5mm,OLD-101315,PC,ROH,B,F,7,3,30,28,40.57,191.62,NW12,V-64334,SG-60,OPS-PRO-12X,N,MAT-101315,BH-8213,BC-4351
MAT-101323,S160/PL.24 304TL 0.7mm,OLD-101323,PC,FERT,A,E,10,4,30,14,32.59,39.6,NW12,V-36676,SG-38,OPS-S160,N,MAT-101323,BH-7667,BC-3823
MAT-101331,HT80/PL.32 304TL 0.7mm,OLD-101331,PC,ROH,B,X,10,4,14,28,48.63,143.32,NW12,V-80277,SG-48,OPS-HT80,N,MAT-101331,BH-5383,BC-5501
MAT-101335,S160/PL.36 304TL 0.5mm,OLD-101335,PC,FERT,C,E,21,6,7,21,49.67,34.57,NW12,V-72483,SG-82,OPS-S160,N,MAT-101335,BH-3998,BC-8895
MAT-101345,S120/PL.46 304TL 0.5mm,OLD-101345,PC,ROH,A,X,5,4,14,45,92.26,10.12,NW12,V-50308,SG-26,OPS-S120,N,MAT-101345,BH-2007,BC-7091
MAT-101362,PRO-9X/PL.13 304TL 0.4mm,OLD-101362,PC,HALB,C,X,7,6,14,60,86.63,4.64,NW12,V-74951,SG-92,OPS-PRO-9X,Y,MAT-101362,BH-1472,BC-8735
MAT-101363,PRO-12X/PL.14 304TL 0.5mm,OLD-101363,PC,FERT,C,E,14,3,30,60,113.78,71.88,NW12,V-51615,SG-10,OPS-PRO-12X,Y,MAT-101363,BH-5787,BC-9622
MAT-101371,S160/PL.22 304TL 0.4mm,OLD-101371,PC,HALB,C,X,7,8,7,21,76.97,78.47,NW12,V-39572,SG-54,OPS-S160,N,MAT-101371,BH-3596,BC-2387
MAT-101373,XL520/PL.24 304TL 0.7mm,OLD-101373,PC,FERT,C,X,5,3,7,45,100.9,24.45,NW12,V-51178,SG-32,OPS-XL520,N,MAT-101373,BH-1543,BC-6659
MAT-101376,MX100/PL.27 304TL 0.7mm,OLD-101376,PC,HALB,B,E,14,3,21,45,3.33,31.39,NW12,V-86061,SG-96,OPS-MX100,Y,MAT-101376,BH-1186,BC-5610
MAT-101383,S160/PL.34 304TL 0.6mm,OLD-101383,PC,ROH,B,F,5,4,21,35,88.19,189.64,NW12,V-16744,SG-54,OPS-S160,Y,MAT-101383,BH-1938,BC-2838
MAT-101390,MX250/PL.41 304TL 0.6mm,OLD-101390,PC,ROH,B,E,5,6,14,28,35.25,208.9,NW12,V-59592,SG-29,OPS-MX250,Y,MAT-101390,BH-4077,BC-8796
MAT-101399,PRO-12X/PL.50 304TL 0.7mm,OLD-101399,PC,ROH,B,E,21,8,14,60,72.17,97.06,NW12,V-33053,SG-63,OPS-PRO-12X,N,MAT-101399,BH-6533,BC-6101
MAT-101407,S160/PL.08 304TL 0.5mm,OLD-101407,PC,FERT,C,X,10,6,30,28,114.41,167.07,NW12,V-38336,SG-98,OPS-S160,N,MAT-101407,BH-3420,BC-4298
MAT-101409,XL520/PL.10 304TL 0.4mm,OLD-101409,PC,HALB,B,E,10,2,21,45,26.17,116.16,NW12,V-77636,SG-109,OPS-XL520,Y,MAT-101409,BH-7811,BC-1386
MAT-101413,MX200/PL.14 304TL 0.7mm,OLD-101413,PC,HALB,B,E,21,2,7,21,69.85,71.58,NW12,V-65401,SG-18,OPS-MX200,Y,MAT-101413,BH-5340,BC-4314
MAT-101420,XL420/PL.21 304TL 0.5mm,OLD-101420,PC,ROH,B,X,7,2,14,35,30.5,180.08,NW12,V-52442,SG-48,OPS-XL420,N,MAT-101420,BH-4576,BC-2506
MAT-101422,PRO-9X/PL.23 304TL 0.4mm,OLD-101422,PC,HALB,B,X,21,2,7,28,66.81,141.49,NW12,V-45066,SG-75,OPS-PRO-9X,Y,MAT-101422,BH-2355,BC-2171
MAT-101426,MX250/PL.27 304TL 0.7mm,OLD-101426,PC,HALB,A,E,7,6,30,60,102.57,99.07,NW12,V-64647,SG-119,OPS-MX250,N,MAT-101426,BH-1728,BC-5753
MAT-101430,S140/PL.31 304TL 0.8mm,OLD-101430,PC,ROH,B,X,10,8,14,14,115.42,207.36,NW12,V-38661,SG-21,OPS-S140,N,MAT-101430,BH-9683,BC-2359
MAT-101434,PRO-9X/PL.35 304TL 0.8mm,OLD-101434,PC,FERT,B,F,5,6,21,60,75.28,170.51,NW12,V-13504,SG-100,OPS-PRO-9X,N,MAT-101434,BH-1407,BC-7119
MAT-101438,MX250/PL.39 304TL 0.4mm,OLD-101438,PC,ROH,A,F,21,6,21,35,114.42,59.72,NW12,V-29935,SG-10,OPS-MX250,Y,MAT-101438,BH-9996,BC-6592
MAT-101451,HT80/PL.02 304TL 0.5mm,OLD-101451,PC,FERT,A,E,10,2,30,21,82.99,65.14,NW12,V-66879,SG-60,OPS-HT80,Y,MAT-101451,BH-9390,BC-9539
MAT-101455,S160/PL.06 304TL 0.7mm,OLD-101455,PC,ROH,A,E,7,8,14,14,42.15,138.59,NW12,V-80276,SG-11,OPS-S160,N,MAT-101455,BH-4825,BC-2962
MAT-101457,XL520/PL.08 304TL 0.8mm,OLD-101457,PC,FERT,A,E,14,3,21,45,54.08,161.14,NW12,V-39080,SG-112,OPS-XL520,N,MAT-101457,BH-3041,BC-3111
MAT-101463,HT80/PL.14 304TL 0.6mm,OLD-101463,PC,HALB,B,X,21,6,21,21,26.72,10.21,NW12,V-57819,SG-57,OPS-HT80,Y,MAT-101463,BH-9636,BC-8510
MAT-101470,PRO-9X/PL.21 304TL 0.5mm,OLD-101470,PC,FERT,A,E,10,6,30,60,87.88,80.71,NW12,V-48835,SG-22,OPS-PRO-9X,N,MAT-101470,BH-9258,BC-1678
MAT-101473,MX200/PL.24 304TL 0.6mm,OLD-101473,PC,HALB,B,F,7,2,21,35,104.73,74.18,NW12,V-97712,SG-81,OPS-MX200,N,MAT-101473,BH-1032,BC-7030
MAT-101482,PRO-9X/PL.33 304TL 0.5mm,OLD-101482,PC,ROH,C,F,14,6,7,21,50.19,166.6,NW12,V-30426,SG-24,OPS-PRO-9X,N,MAT-101482,BH-6634,BC-2598
MAT-101483,PRO-12X/PL.34 304TL 0.7mm,OLD-101483,PC,FERT,B,E,10,6,14,35,82.13,63.16,NW12,V-79370,SG-11,OPS-PRO-12X,N,MAT-101483,BH-3550,BC-5701
MAT-101486,MX250/PL.37 304TL 0.5mm,OLD-101486,PC,FERT,C,X,10,2,14,28,115.57,53.64,NW12,V-81832,SG-10,OPS-MX250,N,MAT-101486,BH-4267,BC-7392
MAT-101489,S120/PL.40 304TL 0.7mm,OLD-101489,PC,FERT,C,X,14,4,7,21,77.14,69.1,NW12,V-30170,SG-11,OPS-S120,Y,MAT-101489,BH-7051,BC-9223
MAT-101495,PRO-12X/PL.46 304TL 0.7mm,OLD-101495,PC,HALB,C,X,21,6,30,21,46.83,114.12,NW12,V-45983,SG-22,OPS-PRO-12X,N,MAT-101495,BH-2140,BC-7011
MAT-101496,MX100/PL.47 304TL 0.3mm,OLD-101496,PC,FERT,A,E,14,4,14,45,38.11,53.07,NW12,V-48031,SG-52,OPS-MX100,N,MAT-101496,BH-7830,BC-8501
MAT-200004,M20-SILI GASKET 05,OLD-200004,PC,HALB,A,X,7,6,14,14,71.47,101.48,NW12,V-40815,SG-37,OPS-M20-SILI,N,MAT-200004,BH-1057,BC-8013
MAT-200008,M10-BFG GASKET 09,OLD-200008,PC,ROH,A,X,7,2,14,28,62.69,103.49,NW12,V-68377,SG-24,OPS-M10-BFG,Y,MAT-200008,BH-8933,BC-7871
MAT-200014,M18-AFLAS GASKET 15,OLD-200014,PC,HALB,C,E,21,2,30,21,29.24,88.83,NW12,V-66556,SG-105,OPS-M18-AFLAS,N,MAT-200014,BH-1078,BC-4450
MAT-200016,M10-BFG GASKET 17,OLD-200016,PC,FERT,B,X,21,4,14,28,92.01,191.69,NW12,V-76451,SG-21,OPS-M10-BFG,N,MAT-200016,BH-9244,BC-1508
MAT-200017,M8-NBR GASKET 18,OLD-200017,PC,FERT,B,F,10,2,30,45,85.54,87.1,NW12,V-62102,SG-62,OPS-M8-NBR,N,MAT-200017,BH-7124,BC-6603
MAT-200021,M14-HNBR GASKET 22,OLD-200021,PC,FERT,B,E,21,6,7,14,106.99,19.38,NW12,V-95181,SG-79,OPS-M14-HNBR,Y,MAT-200021,BH-1835,BC-1651
MAT-200023,M22-NBR GASKET 24,OLD-200023,PC,FERT,A,E,21,4,14,60,40.71,173.68,NW12,V-40902,SG-31,OPS-M22-NBR,Y,MAT-200023,BH-2633,BC-3408
MAT-200031,M22-NBR GASKET 32,OLD-200031,PC,FERT,C,F,14,4,21,45,116.12,164.24,NW12,V-74407,SG-59,OPS-M22-NBR,Y,MAT-200031,BH-8007,BC-9958
MAT-200034,M12-EPDM GASKET 35,OLD-200034,PC,ROH,A,F,5,4,14,28,11.23,83.09,NW12,V-76074,SG-12,OPS-M12-EPDM,N,MAT-200034,BH-6896,BC-2497
MAT-200036,M20-SILI GASKET 37,OLD-200036,PC,HALB,C,F,10,3,7,45,41.37,198.66,NW12,V-25924,SG-106,OPS-M20-SILI,N,MAT-200036,BH-5658,BC-6251
MAT-200044,M20-SILI GASKET 05,OLD-200044,PC,FERT,A,E,14,2,14,28,40.99,167.8,NW12,V-75005,SG-97,OPS-M20-SILI,Y,MAT-200044,BH-3113,BC-8626
MAT-200049,M8-NBR GASKET 10,OLD-200049,PC,FERT,B,E,7,2,7,60,88.57,62.75,NW12,V-85179,SG-71,OPS-M8-NBR,Y,MAT-200049,BH-2551,BC-3617
MAT-200056,M10-BFG GASKET 17,OLD-200056,PC,HALB,A,X,5,3,7,21,95.45,185.21,NW12,V-78834,SG-68,OPS-M10-BFG,Y,MAT-200056,BH-5183,BC-7123
MAT-200057,M8-NBR GASKET 18,OLD-200057,PC,ROH,B,E,10,8,30,60,108.16,190.02,NW12,V-15088,SG-87,OPS-M8-NBR,Y,MAT-200057,BH-6662,BC-5837
MAT-200064,M10-BFG GASKET 25,OLD-200064,PC,HALB,A,E,14,3,30,45,15.93,79.67,NW12,V-13148,SG-56,OPS-M10-BFG,N,MAT-200064,BH-3535,BC-2051
MAT-200074,M12-EPDM GASKET 35,OLD-200074,PC,ROH,C,X,5,2,14,21,112.52,54.47,NW12,V-13021,SG-85,OPS-M12-EPDM,Y,MAT-200074,BH-8225,BC-4677
MAT-200080,M10-BFG GASKET 01,OLD-200080,PC,FERT,A,F,10,6,14,60,113.25,18.76,NW12,V-58685,SG-15,OPS-M10-BFG,N,MAT-200080,BH-9249,BC-3049
MAT-200091,M6-FKM GASKET 12,OLD-200091,PC,ROH,A,F,10,2,21,14,38.97,200.44,NW12,V-50944,SG-25,OPS-M6-FKM,Y,MAT-200091,BH-7368,BC-1261
MAT-200092,M20-SILI GASKET 13,OLD-200092,PC,HALB,B,X,14,2,14,60,68.15,86.63,NW12,V-17819,SG-85,OPS-M20-SILI,N,MAT-200092,BH-9643,BC-3100
MAT-200100,M20-SILI GASKET 21,OLD-200100,PC,FERT,C,X,5,6,7,28,73.57,92.42,NW12,V-28669,SG-63,OPS-M20-SILI,N,MAT-200100,BH-8104,BC-1435
MAT-200101,M14-HNBR GASKET 22,OLD-200101,PC,FERT,A,X,21,3,30,28,34.71,52.94,NW12,V-42429,SG-34,OPS-M14-HNBR,N,MAT-200101,BH-7190,BC-8359
MAT-200103,M22-NBR GASKET 24,OLD-200103,PC,HALB,C,E,10,4,30,35,81.04,22.59,NW12,V-42932,SG-39,OPS-M22-NBR,Y,MAT-200103,BH-1510,BC-7575
MAT-200109,M14-HNBR GASKET 30,OLD-200109,PC,FERT,A,X,7,2,30,45,72.09,56.63,NW12,V-75378,SG-20,OPS-M14-HNBR,N,MAT-200109,BH-4943,BC-5254
MAT-200111,M22-NBR GASKET 32,OLD-200111,PC,FERT,B,X,10,8,14,14,75.68,30.14,NW12,V-28180,SG-101,OPS-M22-NBR,N,MAT-200111,BH-3968,BC-8594
MAT-200117,M14-HNBR GASKET 38,OLD-200117,PC,FERT,B,F,5,8,21,45,52.57,21.54,NW12,V-38770,SG-74,OPS-M14-HNBR,N,MAT-200117,BH-7299,BC-2483
MAT-200118,M18-AFLAS GASKET 39,OLD-200118,PC,HALB,C,E,21,3,7,28,91.81,197.8,NW12,V-82794,SG-78,OPS-M18-AFLAS,N,MAT-200118,BH-5810,BC-9046
MAT-200121,M8-NBR GASKET 02,OLD-200121,PC,ROH,A,E,14,4,7,14,106.91,168.6,NW12,V-24351,SG-57,OPS-M8-NBR,Y,MAT-200121,BH-3899,BC-2613
MAT-200122,M12-EPDM GASKET 03,OLD-200122,PC,ROH,C,F,14,4,30,45,78.61,156.2,NW12,V-46953,SG-99,OPS-M12-EPDM,N,MAT-200122,BH-6868,BC-7450
MAT-200128,M10-BFG GASKET 09,OLD-200128,PC,FERT,A,E,5,4,14,60,55.51,108.32,NW12,V-82737,SG-95,OPS-M10-BFG,Y,MAT-200128,BH-4491,BC-4403
MAT-200130,M12-EPDM GASKET 11,OLD-200130,PC,ROH,A,F,7,6,7,45,51.34,78.45,NW12,V-83576,SG-108,OPS-M12-EPDM,N,MAT-200130,BH-3483,BC-1423
MAT-200132,M20-SILI GASKET 13,OLD-200132,PC,ROH,B,F,10,2,21,21,116.59,78.76,NW12,V-24920,SG-103,OPS-M20-SILI,N,MAT-200132,BH-3155,BC-2821
MAT-200133,M14-HNBR GASKET 14,OLD-200133,PC,ROH,A,F,10,8,7,21,65.28,189.0,NW12,V-95587,SG-31,OPS-M14-HNBR,Y,MAT-200133,BH-2532,BC-8273
MAT-200136,M10-BFG GASKET 17,OLD-200136,PC,FERT,A,F,14,2,21,14,71.45,20.36,NW12,V-64372,SG-61,OPS-M10-BFG,Y,MAT-200136,BH-5810,BC-7604
MAT-200145,M8-NBR GASKET 26,OLD-200145,PC,HALB,A,F,10,6,30,60,105.36,96.08,NW12,V-26504,SG-32,OPS-M8-NBR,Y,MAT-200145,BH-5946,BC-8569
MAT-200147,M6-FKM GASKET 28,OLD-200147,PC,HALB,B,X,7,8,21,45,81.46,153.1,NW12,V-98963,SG-116,OPS-M6-FKM,N,MAT-200147,BH-3721,BC-6768
MAT-200153,M8-NBR GASKET 34,OLD-200153,PC,ROH,A,F,7,8,7,28,15.34,98.38,NW12,V-37825,SG-19,OPS-M8-NBR,N,MAT-200153,BH-2291,BC-8196
MAT-200155,M6-FKM GASKET 36,OLD-200155,PC,ROH,C,X,14,4,7,45,104.96,202.82,NW12,V-88326,SG-56,OPS-M6-FKM,N,MAT-200155,BH-3203,BC-7210
MAT-200158,M18-AFLAS GASKET 39,OLD-200158,PC,FERT,B,F,5,3,14,60,47.27,166.81,NW12,V-15952,SG-66,OPS-M18-AFLAS,N,MAT-200158,BH-4216,BC-8458
MAT-200163,M6-FKM GASKET 04,OLD-200163,PC,FERT,B,F,5,6,30,28,94.15,72.74,NW12,V-18169,SG-98,OPS-M6-FKM,N,MAT-200163,BH-7928,BC-6579
MAT-200165,M14-HNBR GASKET 06,OLD-200165,PC,ROH,C,E,5,6,21,35,53.81,178.57,NW12,V-17483,SG-87,OPS-M14-HNBR,N,MAT-200165,BH-5853,BC-6602
MAT-200168,M10-BFG GASKET 09,OLD-200168,PC,ROH,C,X,21,2,21,21,107.16,5.59,NW12,V-93621,SG-17,OPS-M10-BFG,Y,MAT-200168,BH-1678,BC-3167
MAT-200169,M8-NBR GASKET 10,OLD-200169,PC,HALB,A,X,10,2,14,21,74.24,187.83,NW12,V-93281,SG-16,OPS-M8-NBR,N,MAT-200169,BH-4783,BC-1858
